"","Name","Pos2","Age","Year","FG","Bhind_Arc","In_Arc","FreeT","OfReb","DefReb","Assist","Steal","Block","TOV","Fouls","pred_Bhind_Arc","pred_In_Arc","pred_FreeT","pred_OfReb","pred_DefReb","pred_Assist","pred_Steal","pred_Block","pred_TOV","pred_Fouls"
"388","Caris LeVert","SF",21,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1987380874925,145.424584338943,83.2743432223834,33.1365510991476,154.700468732121,189.032885959607,60.7529941358216,12.3328942353479,98.5215629525059,117.472387636486
"389","Caris LeVert","SF",20,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.7681583356415,120.191436057468,68.3517048601373,28.2561740090723,128.48282524434,174.709771009342,56.0678978368989,9.79720279313586,91.518481521086,110.234465410089
"390","Caris LeVert","SF",19,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1652747261573,90.0711343954159,50.5999161150178,22.1472385518644,98.251714774666,157.627876866578,50.2424822458743,6.69329565159149,83.0023075398502,101.331907695654
"391","Carmelo Anthony","PF",34,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.861104238387,322.449076524248,232.547651686172,60.4415884205835,315.98158609712,142.212073113332,34.944113673209,25.5195248500041,111.0510050507,140.651524597844
"392","Carmelo Anthony","PF",33,2018,472,169,303,148,67,386,103,47,49,99,197,127.670474635769,360.748922190269,254.40396830128,71.5324701032315,341.939013373938,163.753087665554,45.0831681716086,30.3706374991126,123.718126766889,155.053863715948
"393","Carmelo Anthony","PF",32,2017,602,151,451,304,62,376,213,60,34,153,198,130.307541175518,394.161614475714,273.431134533515,81.3947934187469,363.882973668863,182.535323025277,54.0819033779065,34.6535344488889,134.872155933261,167.791567346013
"394","Carmelo Anthony","PF",31,2016,567,105,462,334,98,458,299,62,38,176,180,131.772303857634,422.687153380582,289.629150382877,90.0285583671297,381.813466981896,198.558779192501,61.9403192921027,38.3682156993329,144.513092549817,178.864635488039
"395","Carmelo Anthony","PF",30,2015,358,61,297,189,72,192,122,40,17,89,87,132.064762682116,446.325538904873,302.998015849365,97.43376494838,395.730493313036,211.823456167226,68.658415914197,41.5146812504443,152.640936616557,188.273068142028
"396","Carmelo Anthony","PF",29,2014,743,167,576,459,145,477,242,95,51,198,224,131.184917648966,465.076771048588,313.53773093298,103.610413162498,405.634052662285,222.329353949452,74.2361932441898,44.0929311022235,159.255688133481,196.016865307977
"397","Cedi Osman","SF",23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.0859720365867,73.4588415203241,35.2643375965053,21.4232603558059,119.190709524006,49.8055565652738,24.4044577147221,4.39926004354875,35.9768963317915,81.9086512503235
"398","Cedi Osman","SF",22,2018,90,32,58,26,19,101,41,22,3,32,78,32.0000000000024,58.0000000000021,26.0000000000063,18.9999999999956,101.000000000009,41.0000000000067,22.0000000000027,3.00000000000143,32.0000000000036,78.0000000000039
"399","Cedi Osman","SF",21,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7417241057848,37.6540050991032,13.9065120206334,15.3481812770529,78.7958234941199,29.4356642422409,18.4552229931815,1.03252425712175,26.5100111183999,72.4267132616457
"400","Cedi Osman","SF",20,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3111443539338,12.4208568176285,-1.01612634161263,10.4678041869776,52.5781800063383,15.112549291976,13.7701266942587,-1.50316718509025,19.50692968698,65.1887910352491
"401","Cedi Osman","SF",19,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.29173925555047,-17.6994448444236,-18.7679150867321,4.35886872976965,22.3470695366647,-1.96934485078799,7.94471110323415,-4.60707432663462,10.9907557057441,56.286233320814
"402","Cedi Osman","SF",18,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.0669267226682,-52.706899887052,-39.348854214725,-2.97862509457077,-11.8975079149012,-21.8100181860511,0.97897622010775,-8.27919716751133,0.961489174692232,45.7190401183402
"403","Chandler Parsons","SF",30,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.7287505299875,145.294917091167,69.2974562806537,22.7842888261734,188.143189879829,129.917423423322,36.0279451784306,11.5381132419928,65.0081156484937,88.8271504543075
"404","Chandler Parsons","SF",29,2018,108,51,57,17,14,76,69,18,11,35,53,94.8489054968366,164.046149234882,79.8371713642684,28.960937040291,198.046749229077,140.423321205549,41.6057225084234,14.116363093772,71.6228671654179,96.5709476202569
"405","Chandler Parsons","SF",28,2017,75,25,50,35,6,78,55,20,5,24,52,92.7967566060525,177.91022799802,87.54773606501,33.9090268872762,203.936841596434,148.170439795276,46.0431805463144,16.1263972462188,76.7245261325262,102.650109298168
"406","Chandler Parsons","SF",27,2016,320,104,216,93,29,256,169,46,21,95,114,89.5723038576349,186.887153380582,92.4291503828776,37.6285583671287,205.813466981899,153.158779192504,49.3403192921036,17.5682156993334,80.3130925498183,107.064635488041
"407","Chandler Parsons","SF",26,2015,383,132,251,139,64,259,161,69,19,96,140,85.175547251584,190.976925382566,94.4814143178721,40.1195314798488,203.67662538547,155.388339397233,51.4971387457911,18.4418184531155,82.3885664172944,109.814526189875
"408","Chandler Parsons","SF",25,2014,466,130,336,164,69,340,298,88,29,144,168,79.6064867878996,190.179544003974,93.7045278699931,41.3819462254361,197.52631680715,154.859120409463,52.513638907377,18.7472055075652,82.9509477349548,110.899781403671
"409","Channing Frye","C",35,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.344192665486,-18.41238361748,-18.93979946245,4.7559133191859,162.941185151442,7.3357355358347,8.12315579690372,22.0148777520071,20.3117274012522,112.457618133729
"410","Channing Frye","C",34,2018,104,39,65,17,12,123,38,18,13,21,69,107.325866920502,24.7746154291175,5.74566753553209,17.0753533689663,192.912079410152,31.6355292805559,19.4025295874052,27.4342061004481,34.4919416672567,128.524592739871
"411","Channing Frye","C",33,2017,238,137,101,63,37,253,45,33,37,53,138,111.135237317884,63.0744610951387,27.6019841506401,28.1662350516143,218.869506686969,53.1765438327778,29.5415840858048,32.2853187495566,47.1590633834448,142.926931857974
"412","Channing Frye","C",32,2016,152,91,61,30,35,199,71,29,28,43,127,113.772303857634,96.4871533805835,46.6291503828753,38.0285583671297,240.813466981894,71.9587791925008,38.5403192921027,36.5682156993329,58.3130925498169,155.664635488039
"413","Channing Frye","C",31,2015,191,136,55,31,27,266,94,47,39,78,191,115.237066539749,125.012692285451,62.8271662322373,46.6623233155125,258.743960294927,87.982235359725,46.3987352062989,40.2828969497768,67.9540291663731,166.737703630066
"414","Channing Frye","C",30,2014,336,160,176,78,73,343,98,60,63,89,245,115.529525364232,148.651077809743,76.1960316987253,54.0675298967627,272.660986626068,101.24691233445,53.1168318283932,43.4293625008883,76.0818732331133,176.146136284054
"415","Charles Cooke","SG",24,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.913668178953,11.5716881397475,7.43518721363083,1.19470198867332,16.1772425421126,7.04677737277507,2.26413842262027,0.831044344216274,3.46380378197523,2.24401576228473
"416","Charles Cooke","SG",23,2018,2,1,1,1,0,2,1,1,0,1,0,1.00000000000216,1.0000000000027,1.0000000000048,-4.2703618419182e-12,2.00000000000806,1.00000000000682,1.00000000000264,1.27187149701058e-12,1.00000000000341,3.46744855050929e-12
"417","Charles Cooke","SG",22,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.08597203658212,-14.4588415203193,-8.26433759649419,-2.42326035581454,-16.1907095239891,-7.8055565652603,-1.40445771471682,-1.39926004354604,-2.97689633178447,-3.90865125031615
"418","Charles Cooke","SG",21,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.3442479307997,-34.8048364212182,-20.3578255758671,-6.07507907875726,-38.394886029878,-19.3698923230261,-4.94923472153798,-3.36673578642573,-8.4668852133882,-9.48193798867436
"419","Charles Cooke","SG",20,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.7748276826508,-60.037984702693,-35.2804639381131,-10.9554561688325,-64.6125295176595,-33.693007273291,-9.63433102046074,-5.90242722863773,-15.4699666448081,-16.7198602150709
"420","Charles Cooke","SG",19,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.377711292135,-90.158286364745,-53.0322526832326,-17.0643916260405,-94.8436399873332,-50.7749014160549,-15.4597466114853,-9.0063343701821,-23.9861406260439,-25.6224179295061
"421","Cheick Diallo","PF",22,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9735657701458,101.962569041638,52.0548071605025,41.0920072679757,142.312998249789,30.2258932329061,13.3873251562855,17.2353214639871,26.4915295973178,58.6922478515605
"422","Cheick Diallo","PF",21,2018,102,0,102,50,47,164,19,11,21,28,82,5.7152898759282,81.6165741407388,39.9613191811296,37.440188545033,120.1088217439,18.6615574751403,9.84254814946433,15.2678457211075,21.0015407157141,53.1189611132023
"423","Cheick Diallo","PF",20,2017,36,0,36,15,23,50,4,4,7,7,17,-5.71528987592284,56.383425859264,25.0386808188835,32.5598114549577,93.8911782561185,4.3384425248754,5.15745185054157,12.7321542788955,13.9984592842942,45.8810388868058
"424","Cheick Diallo","PF",19,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.3181734854071,26.263124197212,7.28689207376404,26.4508759977497,63.6600677864448,-12.7434516178886,-0.66796374048301,9.62824713735109,5.48228530305832,36.9784811723706
"425","Cheick Diallo","PF",18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.0933609525248,-8.74433084541641,-13.2940470542289,19.1133821734093,29.4154903348789,-32.5841249531517,-7.63369862360941,5.95612429647438,-4.5469812279936,26.4112879698969
"426","Cheick Diallo","PF",17,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47.0408522772757,-48.6389392686212,-36.7041365650952,10.5473299819362,-8.84255409857889,-55.1835774809134,-15.7397527988374,1.71578575626527,-16.0893403088615,14.1794592793849
"427","Chinanu Onuaku","C",22,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9735657701458,36.4625690416378,21.5548071605024,7.5920072679758,40.8129982497896,20.7258932329058,7.38732515628536,3.73532146398712,12.4915295973178,14.1922478515607
"428","Chinanu Onuaku","C",21,2018,2,0,2,0,1,3,1,0,0,3,4,5.71528987592815,16.1165741407389,9.46131918112956,3.94018854503308,18.6088217439007,9.16155747514006,3.8425481494642,1.76784572110743,7.00154071571411,8.61896111320252
"429","Chinanu Onuaku","C",20,2017,5,0,5,4,2,8,3,3,1,4,6,-5.71528987592289,-9.11657414073584,-5.4613191811165,-0.940188545042204,-7.60882174388083,-5.16155747512482,-0.842548149458558,-0.767845721104568,-0.00154071570578651,1.38103888680595
"430","Chinanu Onuaku","C",19,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.3181734854071,-39.2368758027879,-23.213107926236,-7.04912400225017,-37.8399322135545,-22.2434516178888,-6.66796374048314,-3.87175286264894,-8.51771469694164,-7.52151882762919
"431","Chinanu Onuaku","C",18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.0933609525248,-74.2443308454163,-43.7940470542289,-14.3866178265906,-72.0845096651204,-42.0841249531519,-13.6336986236095,-7.54387570352565,-18.5469812279936,-18.0887120301029
"432","Chinanu Onuaku","C",17,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47.0408522772757,-114.138939268621,-67.2041365650952,-22.9526700180637,-110.342554098578,-64.6835774809136,-21.7397527988375,-11.7842142437348,-30.0893403088614,-30.3205407206149
"433","Chris Boucher","PF",26,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56906046368588,0.797381378594991,0.776886447883783,-1.26241474559129,7.1503085783267,0.529218987775664,-1.01650016158361,-0.30538705444836,-0.56238131765744,-1.08525521379269
"434","Chris Boucher","PF",25,2018,0,0,0,0,0,1,0,0,0,0,0,1.57029944602982e-12,2.95585778076202e-12,4.83169060316868e-12,-3.98614474761416e-12,1.00000000000654,5.62749846721999e-12,2.28794760914752e-12,1.32160948851379e-12,2.8705926524708e-12,3.09796632791404e-12
"435","Chris Boucher","PF",24,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.74136432131606,-5.6845347591659,-3.60603683074754,0.0338563784509844,-9.16377556020626,-3.28799818026306,-0.123819130513752,-0.262828644881196,-0.950711232153111,-0.579380274239696
"436","Chris Boucher","PF",23,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.6550325002669,-16.2562228989107,-10.0412240443736,-1.16084561022661,-23.3410181023108,-9.33477555303131,-1.38795755313139,-1.0938729890962,-3.41451501412493,-2.82339603652096
"437","Chris Boucher","PF",22,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.7410045368512,-31.7150644192327,-19.3055616408726,-3.58410596603688,-41.5317276263079,-18.1403321182984,-3.79241526785084,-2.49313303264351,-7.39141134591281,-6.73204728684058
"438","Chris Boucher","PF",21,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.9992804310688,-52.0610593201316,-31.3990496202454,-7.2359246889796,-63.7359041321968,-29.7046678760642,-7.33719227467201,-4.4606087755232,-12.8814002275165,-12.3053340251988
"439","Chris McCullough","PF",23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.735015883349,58.4338875480812,29.9675423701695,20.1512652011259,65.3993750238595,26.289485387206,16.3293411522439,9.88947435287255,16.637916063334,28.0368164846947
"440","Chris McCullough","PF",22,2018,18,1,17,9,7,18,4,0,5,2,8,15.6490438467647,42.9750460277592,20.7032047736705,17.7280048453156,47.2086654998623,17.4839288219389,13.9248834375244,8.49021430932523,12.6610197315461,24.128165234375
"441","Chris McCullough","PF",21,2017,16,1,15,3,9,10,2,2,2,3,7,5.39076795254712,22.6290511268603,8.60971679429766,14.0761861223729,25.0044889939734,5.91959306417314,10.3801064307033,6.52273856644555,7.17103084994237,18.5548784960168
"442","Chris McCullough","PF",20,2016,44,13,31,11,25,43,9,28,12,15,39,-6.03981179930392,-2.60409715461442,-6.3129215679484,9.19580903229762,-1.21315449380807,-8.40352188609174,5.6950101317805,3.98704712423355,0.167949418522468,11.3169562696203
"443","Chris McCullough","PF",19,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.6426954087882,-32.7243988166665,-24.0647103130679,3.08687357508966,-31.4442649634818,-25.4854160288557,-0.130405459244081,0.88313998268918,-8.34822456271338,2.41439855518513
"444","Chris McCullough","PF",18,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.4178828759059,-67.7318538592949,-44.6456494410608,-4.25062024925075,-65.6888424150476,-45.3260893641188,-7.09614034237048,-2.78898285818753,-18.3774910937653,-8.1527946472886
"445","Chris Paul","PG",33,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.178015811287,243.910536665978,216.835102834792,16.5272635219808,223.221987042797,606.488410690828,112.965071549515,0.2241719480013,133.390282700149,134.84543106196
"446","Chris Paul","PG",32,2018,367,144,223,203,37,276,457,96,14,128,141,120.815082351036,277.323228951423,235.862269067027,26.3895868374962,245.165947337722,625.270646050551,121.963806755813,4.50706889777763,144.544311866521,147.583134692025
"447","Chris Paul","PG",31,2017,374,124,250,232,40,264,563,119,8,147,146,122.279845033152,305.848767856291,252.060284916389,35.023351785879,263.096440650755,641.294102217775,129.822222670009,8.22175014822153,154.185248483077,158.656202834052
"448","Chris Paul","PG",30,2016,515,122,393,294,39,271,738,152,13,194,185,122.572303857634,329.487153380582,265.429150382877,42.4285583671292,277.013466981896,654.5587791925,136.540319292103,11.368215699333,162.313092549818,168.06463548804
"449","Chris Paul","PG",29,2015,568,139,429,289,52,324,838,156,15,190,203,121.692458824483,348.238385524297,275.968865466492,48.6052065812469,286.917026331145,665.064676974726,142.118096622096,13.9464655511122,168.927844066742,175.808432653989
"450","Chris Paul","PG",28,2014,406,78,328,295,38,230,663,154,4,145,157,119.640309933699,362.102464287435,283.679430167233,53.553296428232,292.807118698501,672.811795564454,146.555554659987,15.956499703559,174.02950303385,181.887594331901
"451","Clint Capela","C",24,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7149300914631,300.647103800806,103.660843991254,161.808150889521,354.226773810001,67.0138914131748,44.0111442868013,82.7481501088698,73.6922408294733,151.771628125803
"452","Clint Capela","C",23,2018,441,0,441,144,241,561,68,58,137,103,185,14.8012619125122,290.075415661061,97.2256567776281,160.613448900843,340.049531267896,60.9671140404066,42.7470058641837,81.9171057646548,71.2284370475015,149.527612363522
"453","Clint Capela","C",22,2017,362,0,362,94,178,348,63,34,79,87,179,5.71528987592793,274.616574140739,87.9613191811292,158.190188545033,321.858821743899,52.1615574751394,40.3425481494642,80.5178457211075,67.2515407157136,145.618961113202
"454","Clint Capela","C",21,2016,231,0,231,80,194,300,47,59,92,60,190,-4.54298601828967,254.27057923984,75.8678312017563,154.53836982209,299.65464523801,40.5972217173737,36.7977711426431,78.5503699782278,61.7615518341099,140.045674374844
"455","Clint Capela","C",20,2015,14,0,14,4,10,26,2,1,9,5,14,-15.9735657701407,229.037430958366,60.9451928395102,149.657992732015,273.437001750228,26.2741067671088,32.1126748437203,76.0146785360158,54.75847040269,132.807752148447
"456","Clint Capela","C",19,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.576449379625,198.917129296314,43.1934040943907,143.549057274807,243.205891280555,9.19221262434479,26.2872592526957,72.9107713944714,46.2422964214542,123.905194434012
"457","Cody Zeller","C",26,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1963968215885,203.740757658085,142.047260875136,112.126989231763,273.904793662539,91.2227737333123,42.911776683652,47.7567016339815,67.3652262462868,163.40277631077
"458","Cody Zeller","C",25,2018,85,2,83,61,67,110,31,14,21,33,81,16.6273363579042,202.943376279493,141.270374427257,113.389403977351,267.754485084218,90.6935547455423,43.9282768452379,48.0620886884311,67.9276075639471,164.488031524566
"459","Cody Zeller","C",24,2017,253,0,253,133,135,270,99,62,58,65,189,9.88597203658657,197.258841520324,137.664337596505,113.423260355805,257.590709524006,87.4055565652736,43.8044577147219,47.7992600435486,66.9768963317911,163.908651250323
"460","Cody Zeller","C",23,2016,231,1,230,175,138,317,71,57,63,68,204,1.97230385763573,186.687153380579,131.229150382879,112.228558367128,243.413466981901,81.3587791925053,42.5403192921043,46.9682156993336,64.5130925498193,161.664635488042
"461","Cody Zeller","C",22,2015,172,1,171,127,97,265,100,34,49,62,156,-7.11366817894855,171.228311860257,121.96481278638,109.805298011318,225.222757457904,72.5532226272382,40.1358615773848,45.5689556557863,60.5361962180314,157.755984237722
"462","Cody Zeller","C",21,2014,172,0,172,146,118,235,92,40,41,87,170,-17.3719440731662,150.882316959359,109.871324807007,106.153479288375,203.018580952015,60.9888868694724,36.5910845705636,43.6014799129066,55.0462073364277,152.182697499364
"463","Cole Aldrich","C",30,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.32875052998759,35.4949170911669,10.297456280654,41.9842888261733,116.34318987983,12.9174234233216,11.6279451784303,31.9381132419927,18.0081156484936,62.8271504543071
"464","Cole Aldrich","C",29,2018,5,0,5,2,3,12,3,2,1,1,11,6.44890549683669,54.2461492348817,20.8371713642688,48.1609370402909,126.246749229079,23.4233212055479,17.2057225084232,34.5163630937719,24.6228671654178,70.5709476202565
"465","Cole Aldrich","C",28,2017,45,0,45,15,51,107,25,25,23,17,85,4.39675660605258,68.1102279980196,28.5477360650103,53.109026887276,132.136841596435,31.170439795275,21.6431805463142,36.5263972462187,29.7245261325261,76.6501092981678
"466","Cole Aldrich","C",27,2016,134,0,134,60,86,202,50,47,68,64,139,1.17230385763503,77.0871533805812,33.429150382878,56.8285583671286,134.0134669819,36.1587791925032,24.9403192921034,37.9682156993332,33.3130925498182,81.0646354880403
"467","Cole Aldrich","C",26,2015,144,0,144,50,101,237,75,37,65,59,122,-3.22445274841596,81.1769253825656,35.4814143178724,59.3195314798487,131.876625385471,38.3883393972322,27.0971387457909,38.8418184531154,35.3885664172943,83.8145261898745
"468","Cole Aldrich","C",25,2014,33,0,33,26,37,92,14,8,30,18,40,-8.79351321210027,80.3795440039735,34.7045278699935,60.581946225436,125.726316807151,37.8591204094622,28.1136389073768,39.147205507565,35.9509477349546,84.8997814036703
"469","Corey Brewer","SF-SG",32,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.4949273841871,132.171996807708,72.9225539834121,31.0129386233783,114.862387988475,78.7647482683273,78.78602942582,11.5288190459985,60.7295603495972,138.039337526076
"470","Corey Brewer","SF-SG",31,2018,142,31,111,65,43,111,65,79,14,49,139,49.9596900663029,160.697535712576,89.1205698327741,39.6467035717611,132.792881301508,94.7882044355515,86.6444453400161,15.2435002964424,70.3704969661535,149.112405668103
"471","Corey Brewer","SF-SG",30,2017,147,27,120,50,32,134,97,61,20,55,133,50.2521488907853,184.335921236867,102.489435299262,47.0519101530113,146.709907632648,108.052881410276,93.3625419621104,18.3899658475538,78.4983410328936,158.520838322091
"472","Corey Brewer","SF-SG",29,2016,212,61,151,105,42,157,109,84,19,78,168,49.3723038576344,203.087153380582,113.029150382877,53.228558367129,156.613466981897,118.558779192503,98.9403192921033,20.9682156993331,85.1130925498179,166.26463548804
"473","Corey Brewer","SF-SG",28,2015,343,63,280,168,80,217,173,114,19,131,173,47.3201549668502,216.95123214372,120.739715083618,58.1766482141141,162.503559349253,126.30589778223,103.377777329994,22.9782498517799,90.2147515169262,172.343797165952
"474","Corey Brewer","SF-SG",27,2014,388,59,329,163,63,144,135,151,30,105,210,44.0957022184327,225.928157526281,125.621129401486,61.8961796939666,164.380184734718,131.294237179458,106.674916075783,24.4200683048944,93.8033179342183,176.758323355824
"475","Cory Joseph","PG",27,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.4794852486884,201.679297516356,101.359809726516,38.4413141303658,183.064392716861,219.746436155815,55.8908188073467,16.0520545359842,81.2259485968387,118.608869846655
"476","Cory Joseph","PG",26,2018,256,67,189,70,39,225,260,79,18,87,141,48.0827286426374,205.76906951834,103.41207366151,40.9322872430859,180.927551120433,221.975996360544,58.0476382610342,16.9256572897664,83.3014224643149,121.358760548489
"477","Cory Joseph","PG",25,2017,299,48,251,94,51,184,265,66,13,108,140,42.5136681789531,204.971688139748,102.635187213631,42.1947019886732,174.777242542113,221.446777372774,59.0641384226201,17.2310443442161,83.8638037819752,122.444015762285
"478","Cory Joseph","PG",24,2016,257,30,227,133,39,171,250,63,20,102,131,35.7723038576354,199.287153380579,99.0291503828787,42.2285583671282,164.6134669819,218.158779192505,58.940319292104,16.9682156993336,82.9130925498192,121.864635488042
"479","Cory Joseph","PG",23,2015,207,16,191,105,44,148,188,46,17,67,105,27.8586356786846,188.715465240835,92.5939631692527,41.0338563784506,150.436224439795,212.112001819737,57.6761808694864,16.1371713551186,80.4492887678474,119.620619725761
"480","Cory Joseph","PG",22,2014,126,12,114,79,32,75,114,35,14,43,84,18.7726636421003,173.256623720512,83.3296255727537,38.6105960226403,132.245514915798,203.30644525447,55.2717231547669,14.7379113115713,76.4723924360595,115.711968475441
"481","Courtney Lee","SG",33,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.7780158112869,133.710536665978,55.835102834791,7.72726352198076,128.421987042797,106.88841069083,54.7650715495144,11.2241719480012,47.790282700149,96.4454310619605
"482","Courtney Lee","SG",32,2018,343,113,230,114,30,194,180,80,17,84,109,92.4150823510361,167.123228951423,74.8622690670262,17.5895868374961,150.365947337722,125.670646050553,63.7638067558123,15.5070688977775,58.944311866521,109.183134692025
"483","Courtney Lee","SG",31,2017,321,108,213,85,53,206,179,81,24,69,141,93.879845033152,195.648767856291,91.0602849163882,26.2233517858789,168.296440650755,141.694102217777,71.6222226700085,19.2217501482214,68.5852484830773,120.256202834052
"484","Courtney Lee","SG",30,2016,290,82,208,99,29,176,136,85,28,72,134,94.1723038576343,219.287153380582,104.429150382876,33.6285583671292,182.213466981896,154.958779192502,78.3403192921028,22.3682156993329,76.7130925498175,129.66463548804
"485","Courtney Lee","SG",29,2015,288,90,198,111,21,157,151,75,12,78,129,93.2924588244834,238.038385524297,114.968865466491,39.8052065812469,192.117026331144,165.464676974728,83.9180966220956,24.9464655511121,83.3278440667417,137.408432653989
"486","Courtney Lee","SG",28,2014,295,72,223,99,29,158,115,65,28,73,127,91.2403099336993,251.902464287435,122.679430167232,44.753296428232,198.0071186985,173.211795564455,88.3555546599867,26.9564997035589,88.42950303385,143.487594331901
"487","Cristiano Felicio","C",26,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7011927375485,106.444300597956,51.6593067395942,78.1132483316644,153.985239799171,45.0701435655445,15.1540920662996,13.8135134902115,34.2260274311041,81.7156702231298
"488","Cristiano Felicio","C",25,2018,127,0,127,54,83,150,55,16,11,54,104,7.13213227386414,105.646919219364,50.8824202917152,79.3756630772517,147.834931220851,44.5409245777745,16.1705922278855,14.1189005446612,34.7884087487645,82.8009254369256
"489","Cristiano Felicio","C",24,2017,128,0,128,60,124,187,40,25,17,33,110,0.390767952546511,99.962384460195,47.2763834609629,79.4095194557067,137.671155660638,41.2529263975058,16.0467730973695,13.8560718997787,33.8376975166085,82.2215451626828
"490","Cristiano Felicio","C",23,2016,40,0,40,25,30,72,26,6,13,13,31,-7.52290022640433,89.3906963204502,40.8411962473369,78.2148174670291,123.493913118533,35.2061490247376,14.7826346747518,13.0250275555637,31.3738937346367,79.9775294004015
"491","Cristiano Felicio","C",22,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.6088722629886,73.9318548001282,31.5768586508379,75.7915571112188,105.303203594536,26.4005924594704,12.3781769600324,11.6257675120164,27.3969974028488,76.0688781500819
"492","Cristiano Felicio","C",21,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.8671481572062,53.5858598992293,19.483370671465,72.1397383882761,83.0990270886472,14.8362567017047,8.83339995321122,9.65829176913669,21.907008521245,70.4955914117237
"493","D.J. Augustin","PG",31,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.411838957087,78.6334569494378,126.610005132033,0.298613724775826,89.3027889341514,243.241085845825,29.4069873021253,-4.96653385600429,95.0688379990456,82.4332439901916
"494","D.J. Augustin","PG",30,2018,244,114,130,164,30,130,287,54,0,123,94,102.70429778157,102.271842473729,139.978870598521,7.70382030602607,103.219815265292,256.50576282055,36.1250839242196,-1.82006830489282,103.196682065786,91.8416766441799
"495","D.J. Augustin","PG",29,2017,195,95,100,131,15,102,209,31,1,90,101,101.824452748419,121.023074617444,150.518585682136,13.8804685201437,113.123374614541,267.011660602776,41.7028612542125,0.758181546886403,109.81143358271,99.5854738101293
"496","D.J. Augustin","PG",28,2016,148,68,80,103,8,87,198,38,4,84,85,99.7723038576348,134.887153380582,158.229150382877,18.8285583671289,119.013466981897,274.758779192503,46.1403192921035,2.7682156993332,114.913092549818,105.664635488041
"497","D.J. Augustin","PG",27,2015,258,83,175,178,20,141,353,49,3,145,93,96.5478511092172,143.864078763143,163.110564700745,22.5480898469814,120.890092367362,279.747118589731,49.4374580378927,4.21003415244773,118.50165896711,110.079161677913
"498","D.J. Augustin","PG",26,2014,298,133,165,201,15,115,313,53,3,125,147,92.1510945031662,147.953850765128,165.162828635739,25.0390629597015,118.753250770933,281.97667879446,51.5942774915802,5.0836369062299,120.577132834587,112.829052379747
