"","Name","Pos2","Age","Year","FG","Bhind_Arc","In_Arc","FreeT","OfReb","DefReb","Assist","Steal","Block","TOV","Fouls","pred_Bhind_Arc","pred_In_Arc","pred_FreeT","pred_OfReb","pred_DefReb","pred_Assist","pred_Steal","pred_Block","pred_TOV","pred_Fouls"
"1218","Jacob Pullen","PG",24,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.9316341394693,7.58478124678993,2.5507549742352,7.50677571661117,-16.5743003494912,3.40068243392292,6.34663923054802,2.35797961646455,6.27571037027502,7.67029183126195
"1219","Jacob Wiley","PF",24,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.91366817895309,10.5716881397464,7.43518721363185,3.19470198867314,23.1772425421134,8.04677737277555,2.26413842262019,0.831044344216245,2.46380378197556,6.24401576228453
"1220","Jacob Wiley","PF",23,2018,1,1,0,1,2,9,2,1,0,0,4,1.00000000000225,1.64845914696343e-12,1.00000000000583,1.99999999999554,9.00000000000887,2.0000000000073,1.00000000000255,1.24344978758018e-12,3.73745479009813e-12,4.00000000000327
"1221","Jacob Wiley","PF",22,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.08597203658204,-15.4588415203204,-8.26433759649316,-0.423260355814726,-9.19070952398829,-6.80555656525982,-1.40445771471691,-1.39926004354607,-3.97689633178415,0.0913487496836467
"1222","Jacob Wiley","PF",21,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.3442479307996,-35.8048364212192,-20.357825575866,-4.07507907875745,-31.3948860298772,-18.3698923230256,-4.94923472153807,-3.36673578642576,-9.46688521338787,-5.48193798867456
"1223","Jacob Wiley","PF",20,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.7748276826507,-61.037984702694,-35.2804639381121,-8.95545616883273,-57.6125295176587,-32.6930072732905,-9.63433102046083,-5.90242722863776,-16.4699666448078,-12.7198602150711
"1224","Jacob Wiley","PF",19,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.3777112921349,-91.1582863647461,-53.0322526832316,-15.0643916260407,-87.8436399873324,-49.7749014160545,-15.4597466114854,-9.00633437018212,-24.9861406260436,-21.6224179295063
"1225","Jae Crowder","SF",28,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.362573675788,157.217837374626,126.272358577895,52.7556390289683,261.423991771183,104.670098578317,73.4698609310415,22.9474074379871,60.6866709473904,150.014963382539
"1226","Jae Crowder","SF",27,2018,271,110,161,121,59,216,99,64,21,74,187,111.13812092737,166.194762757188,131.153772895763,56.4751705088208,263.300617156648,109.658437975545,76.7669996768307,24.3892258911016,64.2752373646825,154.429489572411
"1227","Jae Crowder","SF",26,2017,333,157,176,176,48,367,155,73,23,80,161,106.74136432132,170.284534759172,133.206036830757,58.9661436215409,261.16377556022,111.887998180275,78.9238191305182,25.2628286448838,66.3507112321586,157.179380274246
"1228","Jae Crowder","SF",25,2016,360,122,238,196,70,303,135,126,35,83,198,101.172303857635,169.48715338058,132.429150382878,60.2285583671282,255.013466981899,111.358779192505,79.940319292104,25.5682156993335,66.9130925498189,158.264635488041
"1229","Jae Crowder","SF",24,2015,229,61,168,109,72,221,94,72,25,49,137,94.4309395363176,163.802618621411,128.823113552126,60.2624147455832,244.849691421687,108.070781012236,79.816500161588,25.3053870544509,65.962381317663,157.685255213799
"1230","Jae Crowder","SF",23,2014,130,50,80,46,46,148,60,59,21,41,100,86.5172713573667,153.230930481666,122.3879263385,59.0677127569056,230.672448879582,102.024003639468,78.5523617389704,24.4743427102359,63.4985775356911,155.441239451517
"1231","Jahlil Okafor","C",23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4016825500157,275.433887548081,108.967542370169,81.151265201126,199.732708357193,66.2894853872061,21.3293411522439,46.2228076862059,88.637916063334,114.370149818028
"1232","Jahlil Okafor","C",22,2018,77,1,76,21,21,64,12,3,18,21,51,11.3157105134314,259.975046027759,99.7032047736704,78.7280048453157,181.541998833196,57.483928821939,18.9248834375244,44.8235476426585,84.6610197315461,110.461498567708
"1233","Jahlil Okafor","C",21,2017,242,0,242,106,81,159,58,20,49,91,122,1.05743461921379,239.62905112686,87.6097167942975,75.076186122373,159.337822327307,45.9195930641732,15.3801064307033,42.8560718997789,79.1710308499424,104.88821182935
"1234","Jahlil Okafor","C",20,2016,397,1,396,133,122,251,65,22,61,124,140,-10.3731451326373,214.395902845385,72.6870784320514,70.1958090322977,133.120178839525,31.5964781139083,10.6950101317805,40.3203804575669,72.1679494185225,97.6502896029534
"1235","Jahlil Okafor","C",19,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.9760287421215,184.275601183333,54.9352896869319,64.0868735750898,102.889068369852,14.5145839711444,4.86959454075594,37.2164733160225,63.6517754372866,88.7477318885182
"1236","Jahlil Okafor","C",18,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-36.7512162092392,149.268146140705,34.354350558939,56.7493797507493,68.6444909182858,-5.32608936411873,-2.09614034237046,33.5443504751458,53.6225089062347,78.1805386860445
"1237","JaKarr Sampson","SF",25,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1605497630827,123.153552832849,69.1035493639661,37.5953914255134,148.810469106253,61.0443327248875,26.7511422243505,29.4055234843519,58.4078409352006,114.8722538621
"1238","JaKarr Sampson","SF",24,2018,44,5,39,10,21,57,9,8,22,8,48,31.4191854417651,117.46901807368,65.4975125332137,37.6292478039684,138.64669354604,57.7563345446189,26.6273230938344,29.1426948394694,57.4571297030446,114.292873587857
"1239","JaKarr Sampson","SF",23,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5055172628143,106.897329933935,59.0623253195877,36.4345458152908,124.469451003935,51.7095571718506,25.3631846712168,28.3116504952544,54.9933259210728,112.048857825576
"1240","JaKarr Sampson","SF",22,2016,140,14,126,80,46,144,46,23,33,70,142,14.41954522623,91.438488413613,49.7979877230887,34.0112854594805,106.278741479938,42.9040006065835,22.9587269564973,26.9123904517071,51.0164295892849,108.140206575256
"1241","JaKarr Sampson","SF",21,2015,146,31,115,63,35,128,77,38,26,76,135,4.16126933201238,71.0924935127141,37.7044997437158,30.3594667365378,84.0745649740493,31.3396648488177,19.4139499496762,24.9449147088274,45.5264407076812,102.566919836898
"1242","JaKarr Sampson","SF",20,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.26931041983866,45.8593452312393,22.7818613814698,25.4790896464625,57.8569214862678,17.0165498985528,14.7288536507534,22.4092232666154,38.5233592762613,95.3289976105014
"1243","Jake Layman","SF",24,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9566541972453,29.8011088999088,18.5673560118813,7.4063321665783,38.2725973041119,21.4495556554078,9.96636727997992,5.03067436598988,12.4522519478693,21.6983413874448
"1244","Jake Layman","SF",23,2018,14,4,10,2,4,12,11,6,4,5,13,13.0429860182945,19.229420760164,12.1321687982553,6.2116301779007,24.0953547620074,15.4027782826395,8.70222885736229,4.19963002177488,9.98844816589748,19.4543256251635
"1245","Jake Layman","SF",22,2017,26,13,13,13,6,18,11,9,3,11,22,3.95701398171019,3.77057923984199,2.86783120175629,3.78836982209043,5.90464523801021,6.59722171737241,6.29777114264283,2.80036997822756,6.0115518341096,15.5456743748439
"1246","Jake Layman","SF",21,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.30126191250742,-16.5754156610569,-9.22565677761658,0.136551099147709,-16.2995312678787,-4.96711404039337,2.75299413582167,0.832894235347878,0.521562952505874,9.97238763648571
"1247","Jake Layman","SF",20,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.7318416643585,-41.8085639425316,-24.1482951398626,-4.74382599092758,-42.5171747556602,-19.2902289906582,-1.93210216310109,-1.70279720686412,-6.48151847891403,2.73446541008914
"1248","Jake Layman","SF",19,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.3347252738427,-71.9288656045837,-41.9000838849821,-10.8527614481355,-72.7482852253339,-36.3721231334222,-7.75751775412567,-4.80670434840849,-14.9976924601499,-6.168092304346
"1249","Jakob Poeltl","C",23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7151099836956,185.131838970773,60.8110815861918,125.749169717277,186.79279777695,49.0877244441567,32.1768462181327,62.3829979149886,63.7218907725935,169.195294619503
"1250","Jakob Poeltl","C",22,2018,253,1,252,60,165,228,57,39,100,85,212,5.62913794711129,169.672997450451,51.5467439896928,123.325909361467,168.602088252953,40.2821678788896,29.7723885034133,60.9837378714412,59.7449944408056,165.286643369183
"1251","Jakob Poeltl","C",21,2017,67,0,67,31,78,87,12,17,20,29,113,-4.62913794710631,149.327002549552,39.4532560103199,119.674090638524,146.397911747064,28.7178321211238,26.2276114965921,59.0162621285616,54.2550055592019,159.713356630825
"1252","Jakob Poeltl","C",20,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.0597176989574,124.093854268077,24.5306176480738,114.793713548449,120.180268259283,14.3947171708589,21.5425151976693,56.4805706863496,47.251924127782,152.475434404428
"1253","Jakob Poeltl","C",19,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.6626013084416,93.9735526060252,6.77882890295435,108.684778091241,89.949157789609,-2.68717697190505,15.7170996066448,53.3766635448052,38.7357501465461,143.572876689993
"1254","Jakob Poeltl","C",18,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.4377887755593,58.9660975633968,-13.8021102250386,101.3472842669,55.7045803380431,-22.5278503071681,8.75136472351835,49.7045407039285,28.7064836154942,133.005683487519
"1255","Jalen Jones","SF",25,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7413643213197,21.6845347591716,15.6060368307581,12.9661436215405,35.1637755602204,7.28799818027511,5.12381913051833,1.26282864488378,7.95071123215919,22.579380274246
"1256","Jalen Jones","SF",24,2018,26,10,16,12,13,25,4,5,1,7,22,10.0000000000021,16.0000000000027,12.0000000000058,12.9999999999955,25.0000000000076,4.00000000000642,5.0000000000023,1.00000000000126,7.00000000000321,22.0000000000032
"1257","Jalen Jones","SF",23,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08633182105122,5.42831186025796,5.56481278637973,11.8052980113179,10.822757457903,-2.04677737276182,3.73586157738466,0.168955655786259,4.53619621803139,19.7559842377219
"1258","Jalen Jones","SF",22,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.99964021553306,-10.0305296600641,-3.69952481011926,9.38203765550763,-7.36795206609412,-10.8523339380289,1.3314038626652,-1.23030438776106,0.559299886243508,15.8473329874023
"1259","Jalen Jones","SF",21,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.2579161097507,-30.3765245609629,-15.7930127894921,5.73021893256491,-29.572128571983,-22.4166696957947,-2.21337314415596,-3.19778013064074,-4.93068899536021,10.2740462490441
"1260","Jalen Jones","SF",20,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.6884958616017,-55.6096728424377,-30.7156511517382,0.849841842489624,-55.7897720597645,-36.7397846460596,-6.89846944307872,-5.73347157285274,-11.9337704267801,3.03612402264756
"1261","Jamal Crawford","SG",38,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.593457946785,82.403235957331,117.197847091687,-21.1011119850067,-0.980017685589473,105.906722803342,14.6602821679872,-6.89906354198473,63.6938944529072,53.4758987413813
"1262","Jamal Crawford","SG",37,2018,308,104,204,102,21,78,185,40,9,95,85,111.092043774701,140.251695145659,150.370765238289,-5.09599683382853,41.031277518797,138.482854125559,29.3606138347934,0.224911904453336,82.4133863683594,74.5367798116387
"1263","Jamal Crawford","SG",36,2017,359,116,243,174,17,112,214,61,14,134,115,118.418325744983,193.213000953409,180.714533002018,9.68055995021709,79.0291057412908,168.300206255278,42.9206262094983,6.78067165155903,99.6197857339955,93.9330253938573
"1264","Jamal Crawford","SG",35,2016,379,117,262,245,20,125,183,52,12,113,122,124.572303857633,241.287153380585,208.229150382874,23.2285583671302,113.013466981893,195.358779192499,55.3403192921015,12.7682156993324,115.313092549816,111.664635488038
"1265","Jamal Crawford","SG",34,2015,332,119,213,227,18,106,158,59,14,92,108,129.553978112648,284.474152427182,232.914617380856,35.5479984169105,142.984361240603,219.65857293722,66.619693082603,18.1875440477734,129.49330681582,127.73161009418
"1266","Jamal Crawford","SG",33,2014,421,161,260,279,34,124,223,59,12,135,120,133.363348510031,322.773998093203,254.770933995964,46.6388800995586,168.94178851742,241.199587489442,76.7587475810026,23.0386566968819,142.160428532008,142.133949212284
"1267","Jamal Murray","PG",21,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.732021556596,287.293299112502,191.298532734813,69.4348448186746,235.333198722629,244.864062021654,72.597804094438,30.0876450129857,153.761168422042,160.189201083618
"1268","Jamal Murray","PG",20,2018,479,165,314,229,82,215,274,79,28,172,173,146.301441804745,262.060150831027,176.375894372567,64.5544677285993,209.115555234848,230.540947071389,67.9127077955153,27.5519535707737,146.758086990622,152.951278857222
"1269","Jamal Murray","PG",19,2017,295,115,180,106,41,173,170,51,24,113,124,133.698558195261,231.939849168975,158.624105627447,58.4455322713914,178.884444765174,213.459052928625,62.0872922044907,24.4480464292294,138.241913009386,144.048721142787
"1270","Jamal Murray","PG",18,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.923370728143,196.932394126347,138.043166499455,51.1080384470509,144.639867313608,193.618379593362,55.1215573213643,20.7759235883527,128.212646478334,133.481527940313
"1271","Jamal Murray","PG",17,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.975879403392,157.037785703142,114.633076988588,42.5419862555779,106.38182288015,171.0189270656,47.0155031461363,16.5355850481436,116.670287397466,121.249699249801
"1272","Jamal Murray","PG",16,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.8560842210076,112.256023899361,88.3938370948483,32.7473756969723,64.1103114647999,145.660695345339,37.7691296788065,11.7270308086021,103.614835766783,107.35323507125
"1273","Jameel Warney","PF",25,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.74136432131964,12.6845347591714,6.60603683075783,3.9661436215406,15.1637755602207,3.28799818027531,0.123819130518449,0.26282864488368,1.95071123215924,2.57938027424612
"1274","Jameel Warney","PF",24,2018,7,0,7,3,4,5,0,0,0,1,2,2.01083594220108e-12,7.00000000000256,3.00000000000546,3.99999999999557,5.0000000000079,6.62225829728413e-12,2.40873987422674e-12,1.16173737296776e-12,1.00000000000325,2.00000000000333
"1275","Jameel Warney","PF",23,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.91366817894883,-3.57168813974221,-3.43518721362057,2.80529801131798,-9.17724254209662,-6.04677737276162,-1.26413842261523,-0.83104434421384,-1.46380378196856,-0.24401576227794
"1276","Jameel Warney","PF",22,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.9996402155331,-19.0305296600642,-12.6995248101196,0.382037655507709,-27.3679520660938,-14.8523339380287,-3.66859613733468,-2.23030438776116,-5.44070011375645,-4.15266701259756
"1277","Jameel Warney","PF",21,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.2579161097507,-39.3765245609631,-24.7930127894924,-3.26978106743501,-49.5721285719827,-26.4166696957945,-7.21337314415585,-4.19778013064084,-10.9306889953602,-9.72595375095577
"1278","Jameel Warney","PF",20,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-38.6884958616018,-64.6096728424379,-39.7156511517385,-8.1501581575103,-75.7897720597642,-40.7397846460594,-11.8984694430786,-6.73347157285284,-17.9337704267801,-16.9638759773523
"1279","Jameer Nelson","PG",36,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.2272810925857,-12.6738437592104,-29.0272506110713,-11.3297617822117,47.3007842057643,226.459397958337,8.30219792059816,-10.0897693459901,66.1724497518041,85.4637116696127
"1280","Jameer Nelson","PG",35,2018,95,41,54,16,13,91,179,27,4,67,81,75.381259205235,35.4003086679649,-1.51263323021555,2.2182366347014,81.2851454463664,253.517970895557,20.7218910032014,-4.10222529821671,81.8657565676242,103.195321763793
"1281","Jameer Nelson","PG",34,2017,268,106,162,45,28,164,385,54,8,128,197,80.3629334602506,78.5873077145624,23.1728337677665,14.5376766844818,111.256039705076,277.817764640278,32.0012647937029,1.31710305022424,96.0459708336286,119.262296369935
"1282","Jameer Nelson","PG",33,2016,113,43,70,30,19,96,190,25,5,66,100,84.1723038576332,116.887153380584,45.0291503828745,25.6285583671298,137.213466981894,299.3587791925,42.1403192921024,6.16821569933277,108.713092549817,133.664635488039
"1283","Jameer Nelson","PG",32,2015,205,89,116,24,33,113,253,47,6,109,136,86.8093703973823,150.299845666028,64.0563166151097,35.4908816826452,159.157427276819,318.141014552223,51.1390544984004,10.4511126491091,119.867121716189,146.402339118104
"1284","Jameer Nelson","PG",31,2014,294,136,158,96,29,202,476,52,5,166,146,88.2741330794982,178.825384570896,80.2543324644718,44.124646631028,177.087920589852,334.164470719447,58.9974704125965,14.165793899553,129.508058332745,157.47540726013
"1285","Jamel Artis","SG",26,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5690604636862,23.7973813785956,7.77688644788373,2.73758525440849,40.1503085783271,18.5292189877757,0.983499838416158,2.69461294555141,7.43761868234279,9.91474478620705
"1286","Jamel Artis","SG",25,2018,31,8,23,7,4,34,18,2,3,8,11,8.00000000000188,23.0000000000035,7.00000000000477,3.99999999999579,34.000000000007,18.0000000000056,2.00000000000205,3.00000000000109,8.0000000000031,11.0000000000028
"1287","Jamel Artis","SG",24,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25863567868425,17.3154652408347,3.3939631692524,4.03385637845076,23.8362244397942,14.7120018197369,1.87618086948601,2.73717135511857,7.04928876784712,10.42061972576
"1288","Jamel Artis","SG",23,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.65503250026659,6.7437771010899,-3.04122404437362,2.83915438977317,9.65898189768964,8.66522444696869,0.612042446868379,1.90612701090357,4.5854849858753,8.17660396347878
"1289","Jamel Artis","SG",22,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.7410045368509,-8.71506441923214,-12.3055616408726,0.4158940339629,-8.53172762630751,-0.140332118298431,-1.79241526785108,0.506866967356256,0.608588654087413,4.26795271315916
"1290","Jamel Artis","SG",21,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.9992804310685,-29.061059320131,-24.3990496202455,-3.23592468897982,-30.7359041321964,-11.7046678760642,-5.33719227467224,-1.46060877552343,-4.88140022751631,-1.30533402519904
"1291","James Ennis","SF",28,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.7418915151292,70.7755699950419,66.6193401625188,47.2725672181957,127.092103991077,45.4260994881826,28.1079513657834,12.5659931155458,38.0613153313125,97.1252732454176
"1292","James Ennis","SF",27,2018,182,51,131,97,73,151,71,47,18,56,134,47.5174387667116,79.7524953776035,71.5007544803865,50.9920986980483,128.968729376541,50.4144388854108,31.4050901115726,14.0078115686603,41.6498817486046,101.53979943529
"1293","James Ennis","SF",26,2017,146,51,95,86,69,190,64,46,19,59,165,43.1206821606607,83.8422673795878,73.5530184153809,53.4830718107684,126.831887780113,52.6439990901399,33.5619095652601,14.8814143224425,43.7253556160807,104.289690137124
"1294","James Ennis","SF",25,2016,54,26,28,25,21,21,21,16,5,19,28,37.5516216969764,83.0448860009958,72.776131967502,54.7454865563557,120.681579201793,52.1147801023698,34.578409726846,15.1868013768921,44.287736933741,105.37494535092
"1295","James Ennis","SF",24,2015,101,31,70,79,51,125,48,25,17,39,89,30.8102573756587,77.3603512418269,69.1700951367496,54.7793429348107,110.51780364158,48.8267819221011,34.4545905963299,14.9239727320096,43.3370257015851,104.795565076677
"1296","James Ennis","SF",23,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8965891967079,66.7886631020822,62.7349079231236,53.5846409461331,96.3405610994755,42.7800045493329,33.1904521737123,14.0929283877946,40.8732219196132,102.551549314396
"1297","James Harden","SG",29,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.445662102888,394.556377232897,664.384907429274,57.0699639275707,401.783590825507,619.793761000822,122.248903054736,41.8427603399898,338.547393297941,188.021056918423
"1298","James Harden","SG",28,2018,651,265,386,624,41,348,630,126,50,315,169,238.393513212104,408.420455996035,672.095472130015,62.0180537745559,407.673683192863,627.540879590549,126.686361092627,43.8527944924366,343.64905226505,194.100218596334
"1299","James Harden","SG",27,2017,674,262,412,746,95,564,907,121,38,464,215,235.169060463686,417.397381378596,676.976886447883,65.7375852544084,409.550308578328,632.529218987777,129.983499838416,45.2946129455511,347.237618682342,198.514744786206
"1300","James Harden","SG",26,2016,710,236,474,720,63,438,612,139,51,374,229,230.772303857635,421.487153380581,679.029150382877,68.2285583671285,407.413466981899,634.758779192506,132.140319292104,46.1682156993333,349.313092549818,201.264635488041
"1301","James Harden","SG",25,2015,647,208,439,715,75,384,565,154,60,321,208,225.203243393951,420.689772001989,678.252263934998,69.4909731127158,401.263158403579,634.229560204736,133.15681945369,46.473602753783,349.875473867478,202.349890701836
"1302","James Harden","SG",24,2014,549,177,372,576,61,283,446,115,29,265,177,218.461879072633,415.00523724282,674.646227104246,69.5248294911708,391.099382843366,630.941562024467,133.033000323174,46.2107741089005,348.924762635322,201.770510427594
"1303","James Johnson","PF",31,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2118389570874,143.633456949437,60.6100051320332,37.8986137247757,175.702788934152,137.041085845825,38.6069873021252,52.2334661439955,84.0688379990455,124.433243990192
"1304","James Johnson","PF",30,2018,309,57,252,113,61,297,280,70,51,142,192,43.5042977815697,167.271842473728,73.9788705985211,45.3038203060259,189.619815265292,150.30576282055,45.3250839242195,55.379931695107,92.1966820657857,133.84167664418
"1305","James Johnson","PF",29,2017,368,87,281,152,66,310,276,76,86,171,197,42.6244527484188,186.023074617443,84.5185856821358,51.4804685201436,199.523374614541,160.811660602776,50.9028612542123,57.9581815468862,98.8114335827099,141.585473810129
"1306","James Johnson","PF",28,2016,114,20,94,39,28,98,67,29,33,54,84,40.5723038576347,199.887153380581,92.2291503828774,56.4285583671287,205.413466981897,168.558779192503,55.3403192921033,59.968215699333,103.913092549818,147.664635488041
"1307","James Johnson","PF",27,2015,238,11,227,67,61,196,95,54,70,79,155,37.3478511092171,208.864078763143,97.110564700745,60.1480898469813,207.290092367362,173.547118589731,58.6374580378925,61.4100341524476,107.50165896711,152.079161677913
"1308","James Johnson","PF",26,2014,143,22,121,76,60,106,111,42,57,66,102,32.9510945031662,212.953850765127,99.1628286357395,62.6390629597014,205.153250770934,175.77667879446,60.79427749158,62.2836369062297,109.577132834586,154.829052379747
"1309","James Michael McAdoo","PF",26,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1034108032964,46.2113368979241,24.7650920768865,19.6653590538585,52.6594389005392,17.4699954506783,8.5595478262921,12.4070716122078,12.8767780803928,28.44845068561
"1310","James Michael McAdoo","PF",25,2018,2,2,0,2,0,2,0,0,1,1,1,12.5343503396121,45.413955519332,23.9882056290076,20.9277737994458,46.509130322219,16.9407764629082,9.57604798787799,12.7124586666575,13.4391593980531,29.5337058994058
"1311","James Michael McAdoo","PF",24,2017,62,2,60,21,34,57,18,18,29,19,47,5.79298601829446,39.7294207601632,20.3821687982552,20.9616301779008,36.3453547620062,13.6527782826396,9.45222885736195,12.449630021775,12.4884481658972,28.954325625163
"1312","James Michael McAdoo","PF",23,2016,45,1,44,26,30,28,17,10,8,16,39,-2.12068216065639,29.1577326204184,13.9469815846292,19.7669281892232,22.1681122199017,7.60600090987131,8.18809043474432,11.61858567756,10.0246443839253,26.7103098628818
"1313","James Michael McAdoo","PF",22,2015,24,0,24,14,15,22,2,5,9,6,21,-11.2066541972407,13.6988911000964,4.68264398813017,17.3436678334129,3.97740269590453,-1.19955565539581,5.78363272002486,10.2193256340127,6.04774805213746,22.8016586125622
"1314","James Michael McAdoo","PF",21,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.4649300914583,-6.64710380080248,-7.4108439912427,13.6918491104702,-18.2267738099844,-12.7638914131616,2.2388557132037,8.25184989113298,0.557759170533743,17.2283718742039
"1315","James Webb","SF",25,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7413643213195,7.68453475917138,3.60603683075733,7.96614362154065,26.1637755602201,7.2879981802742,1.12381913051823,0.262828644883744,4.95071123215932,10.579380274246
"1316","James Webb","SF",24,2018,6,4,2,0,8,16,4,1,0,4,10,4.0000000000019,2.00000000000253,4.9595882956055e-12,7.99999999999562,16.0000000000073,4.00000000000551,1.00000000000219,1.22568621918617e-12,4.00000000000334,10.0000000000032
"1317","James Webb","SF",23,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.91366817894895,-8.57168813974224,-6.43518721362106,6.80529801131803,1.82275745790275,-2.04677737276273,-0.264138422615446,-0.831044344213776,1.53619621803152,7.75598423772195
"1318","James Webb","SF",22,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.9996402155332,-24.0305296600643,-15.6995248101201,4.38203765550776,-16.3679520660944,-10.8523339380299,-2.6685961373349,-2.23030438776109,-2.44070011375636,3.84733298740232
"1319","James Webb","SF",21,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.2579161097508,-44.3765245609631,-27.7930127894929,0.730218932565037,-38.5721285719833,-22.4166696957956,-6.21337314415607,-4.19778013064078,-7.93068899536009,-1.72595375095588
"1320","James Webb","SF",20,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.6884958616019,-69.6096728424379,-42.715651151739,-4.15015815751025,-64.7897720597648,-36.7397846460605,-10.8984694430788,-6.73347157285277,-14.93377042678,-8.96387597735244
"1321","James Young","SG",23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1456897355468,60.6149872522475,36.9837199484381,13.8795468073523,74.7604412647325,35.9108393944219,14.8619425170559,6.16868935720058,17.4749722040135,28.4332168458993
"1322","James Young","SG",22,2018,5,3,2,4,0,2,2,0,0,1,4,26.0597176989625,45.1561457319255,27.7193823519391,11.456286451542,56.5697317407354,27.1052828291547,12.4574848023364,4.76942931365327,13.4980758722256,24.5245655955797
"1323","James Young","SG",21,2017,25,12,13,6,6,20,4,10,2,4,15,15.8014418047449,24.8101508310266,15.6258943725662,7.80446772859931,34.3655552348465,15.540947071389,8.91270779551525,2.80195357077358,8.0080869906219,18.9512788572215
"1324","James Young","SG",20,2016,11,6,5,1,4,22,9,6,1,5,17,4.37086205289385,-0.42299745044815,0.703256010320175,2.92409063852402,8.14791174706497,1.21783212112408,4.22761149659249,0.266262128561584,1.005005559202,11.7133566308249
"1325","James Young","SG",19,2015,36,17,19,16,9,33,13,8,2,5,22,-8.2320215565904,-30.5432991125002,-17.0485327347993,-3.18484481868394,-22.0831987226087,-15.8640620216399,-1.59780409443209,-2.83764501298278,-7.51116842203385,2.8107989163898
"1326","James Young","SG",18,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.0072090237081,-65.5507541551286,-37.6294718627922,-10.5223386430244,-56.3277761741746,-35.704735356903,-8.56353897755849,-6.5097678538595,-17.5404349530858,-7.75639428608393
