"","Name","Pos2","Age","Year","pred_Bhind_Arc","pred_In_Arc","pred_FreeT","pred_OfReb","pred_DefReb","pred_Assist","pred_Steal","pred_Block","pred_TOV","pred_Fouls"
"2491","Pau Gasol","C",38,2019,6.9934579467853,228.60323595733,65.6940470916877,73.0572880149935,328.819982314411,231.706722803341,39.2602821679874,66.9009364580154,76.6938944529074,76.6758987413813
"2599","Richaun Holmes","C",25,2019,28.0458004528152,164.551940692442,47.494940838675,52.133365065929,170.012173762957,94.9210352838763,33.4347306505034,35.616611555543,43.9188791974032,91.7116078658736
"2617","Robin Lopez","C",30,2019,8.12875052998755,296.494917091167,67.6052562806536,165.343288826173,241.943189879829,166.317423423322,25.2279451784304,76.3381132419927,83.0081156484937,125.627150454307
"2665","Rudy Gobert","C",26,2019,21.3963968215885,258.140757658085,157.159060875136,160.240789231763,430.304793662538,204.822773733313,52.7117766836522,124.956701633982,110.765226246287,152.40277631077
"2689","Salah Mejri","C",32,2019,-1.03312022071967,24.1317933643715,-3.74783118822282,45.2328812594077,107.156969349794,28.9647932555532,7.13692722774439,38.6615917648893,21.0689168333103,78.7400443666662
"2803","Steven Adams","C",25,2019,25.0359083944886,320.824006144959,122.057312023757,245.212664333161,276.061594608215,140.29911131081,163.332734559958,75.2613487319786,106.104503895735,193.196682774886
"2833","Tarik Black","C",27,2019,14.5596511592129,128.527223216718,46.0792161197025,95.343963136027,146.731271445809,53.0730474694307,53.9587495960378,27.7365323638767,37.3440467058525,111.286861965514
"2875","Thomas Bryant","C",21,2019,12.4305797518538,32.233148281476,19.9226383622527,7.88037709007066,40.2176434877914,20.3231149502728,5.6850962989259,4.53569144221365,9.00308143142412,13.2379222264009
"2881","Thon Maker","C",21,2019,47.232021556596,117.293299112502,72.2985327348127,65.4348448186746,153.333198722629,57.3640620216549,31.5978040944381,43.5876450129858,41.761168422042,134.689201083618
"2905","Timofey Mozgov","C",32,2019,2.40792738418709,96.0005968077078,50.237353983412,100.012938623378,156.605587988474,42.5647482683273,64.5860294258199,45.9288190459984,50.1295603495971,107.239337526076
