Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jordan Clarkson,SG,24,LAL,82,19,2397,477,1071,117,356,360,715,134,168,49,197,246,213,88,8,164,150,1205
Jordan Crawford,SG,28,NOP,19,0,442,105,218,37,95,68,123,20,26,4,30,34,57,11,2,25,30,267
Jordan Farmar,PG,30,SAC,2,0,35,4,12,4,9,0,3,0,0,1,2,3,9,2,0,3,1,12
Jordan Hill,C,29,MIN,7,0,47,5,13,0,0,5,13,2,2,8,6,14,0,1,0,4,9,12
Jordan McRae,SG,25,CLE,37,4,384,58,150,18,51,40,99,27,34,6,35,41,19,8,6,14,31,161
Jordan Mickey,PF,22,BOS,25,1,141,15,34,0,1,15,33,8,14,13,21,34,7,3,6,9,12,38
Jose Calderon,PG,35,TOT,41,13,539,55,134,20,64,35,70,11,12,15,59,74,88,11,1,41,36,141
Josh Huestis,PF,25,OKC,2,0,31,6,11,2,4,4,7,0,1,4,5,9,3,0,3,0,0,14
Josh McRoberts,PF,29,MIA,22,14,381,44,118,13,31,31,87,6,9,23,51,74,50,10,4,23,31,107
Josh Richardson,SG,23,MIA,53,34,1614,202,513,75,227,127,286,60,77,35,133,168,140,60,39,65,132,539
Jrue Holiday,PG,26,NOP,67,61,2190,405,893,100,281,305,612,119,168,46,218,264,488,100,44,194,133,1029
Juan Hernangomez,PF,21,DEN,62,9,842,101,224,46,113,55,111,57,76,43,144,187,29,30,12,31,62,305
Julius Randle,PF,22,LAL,74,73,2132,377,773,17,63,360,710,204,282,150,486,636,264,49,37,173,248,975
Justin Anderson,SF,23,TOT,75,10,1228,186,439,58,194,128,245,102,129,69,176,245,66,41,23,66,109,532
Justin Hamilton,C,26,BRK,64,7,1177,174,379,55,180,119,199,39,52,71,191,262,55,29,43,43,91,442
Justin Harper,PF,27,PHI,3,0,31,5,12,2,7,3,5,0,0,2,3,5,2,0,0,4,2,12
Justin Holiday,SG,27,NYK,82,4,1639,233,538,97,273,136,265,66,80,27,198,225,102,65,31,66,109,629
Justise Winslow,SF,20,MIA,18,15,625,80,225,7,35,73,190,29,47,23,71,94,66,26,6,33,52,196
Jusuf Nurkic,C,22,TOT,65,48,1391,271,534,0,1,271,533,120,210,154,313,467,123,50,74,143,161,662
K.J. McDaniels,SF,23,TOT,49,0,505,77,169,20,66,57,103,32,38,15,67,82,13,19,18,29,49,206
Karl-Anthony Towns,C,21,MIN,82,82,3030,802,1480,101,275,701,1205,356,428,296,711,1007,220,56,103,212,241,2061
Kawhi Leonard,SF,25,SAS,74,74,2474,636,1312,147,387,489,925,469,533,80,350,430,260,133,55,154,122,1888
Kay Felder,PG,21,CLE,42,0,386,62,158,7,22,55,136,35,49,3,38,41,58,18,7,30,38,166
Kelly Olynyk,C,25,BOS,75,6,1538,260,508,68,192,192,316,90,123,73,288,361,148,43,29,96,207,678
Kelly Oubre,SF,21,WAS,79,5,1605,186,442,54,188,132,254,75,99,61,200,261,47,58,17,50,195,501
Kemba Walker,PG,26,CHO,79,79,2739,643,1449,240,602,403,847,304,359,45,263,308,434,85,22,168,119,1830
Kenneth Faried,PF,27,DEN,61,34,1296,228,416,0,6,228,410,131,189,183,279,462,55,43,40,59,124,587
Kent Bazemore,SF,27,ATL,73,64,1963,295,721,92,266,203,455,119,168,45,186,231,177,91,52,125,165,801
Kentavious Caldwell-Pope,SG,23,DET,76,75,2529,370,928,153,437,217,491,154,185,55,193,248,193,89,12,86,118,1047
Kevin Durant,PF,28,GSW,62,62,2070,551,1026,117,312,434,714,336,384,39,474,513,300,66,99,138,117,1555
Kevin Love,PF,28,CLE,60,60,1885,370,867,145,389,225,478,257,295,148,518,666,116,53,21,122,125,1142
Kevin Seraphin,PF,27,IND,49,3,559,109,198,0,2,109,196,14,22,41,101,142,23,7,20,29,66,232
Kevon Looney,C,20,GSW,53,4,447,56,107,2,9,54,98,21,34,44,80,124,29,15,17,17,64,135
Khris Middleton,SF,25,MIL,29,23,889,150,333,45,104,105,229,81,92,11,112,123,99,41,7,65,79,426
Klay Thompson,SG,26,GSW,78,78,2649,644,1376,268,647,376,729,186,218,49,236,285,160,66,40,128,139,1742
Kosta Koufos,C,27,SAC,71,62,1419,216,392,0,1,216,391,38,62,118,285,403,47,36,48,61,172,470
Kris Dunn,PG,22,MIN,78,7,1333,118,313,21,73,97,240,36,59,24,142,166,188,78,36,89,178,293
Kris Humphries,PF,31,ATL,56,4,689,87,214,19,54,68,160,64,82,60,146,206,29,15,21,28,69,257
Kristaps Porzingis,PF,21,NYK,66,65,2164,443,985,112,314,331,671,198,252,111,364,475,97,47,129,118,244,1196
Kyle Anderson,SF,23,SAS,72,14,1020,93,209,15,40,78,169,45,57,33,175,208,91,51,26,39,63,246
Kyle Korver,SG,35,TOT,67,22,1753,239,515,162,359,77,156,38,42,7,179,186,110,34,21,69,107,678
Kyle Lowry,PG,30,TOR,60,60,2244,426,918,193,468,233,450,299,365,48,238,286,417,88,19,173,170,1344
Kyle O'Quinn,C,26,NYK,79,8,1229,215,413,2,17,213,396,64,83,157,282,439,117,36,104,76,174,496
Kyle Singler,SF,28,OKC,32,2,385,34,83,7,37,27,46,13,17,8,40,48,9,7,5,11,29,88
Kyle Wiltjer,PF,24,HOU,14,0,44,4,14,4,13,0,1,1,2,4,6,10,2,3,1,5,4,13
Kyrie Irving,PG,24,CLE,72,72,2525,671,1420,177,441,494,979,297,328,52,178,230,418,83,24,180,157,1816
Lamar Patterson,SG,25,ATL,5,0,40,3,15,1,6,2,9,2,3,1,6,7,6,1,0,4,6,9
LaMarcus Aldridge,PF,31,SAS,72,72,2335,500,1049,23,56,477,993,220,271,172,351,523,139,46,88,98,158,1243
Lance Stephenson,SG,26,TOT,18,0,361,54,120,6,20,48,100,8,13,4,48,52,59,5,3,26,32,122
Lance Thomas,PF,28,NYK,46,15,968,97,244,38,85,59,159,43,51,32,110,142,35,21,5,25,85,275
Langston Galloway,PG,25,TOT,74,2,1495,207,545,120,308,87,237,51,64,27,129,156,93,46,6,46,96,585
Larry Nance,PF,24,LAL,63,7,1442,190,361,10,36,180,325,59,80,120,249,369,96,82,39,56,149,449
Larry Sanders,C,28,CLE,5,0,13,1,4,0,0,1,4,2,2,3,1,4,0,1,1,2,5,4
Lavoy Allen,PF,27,IND,61,5,871,77,168,0,1,77,167,23,33,105,114,219,57,18,24,29,78,177
Leandro Barbosa,SG,34,PHO,67,0,963,172,392,35,98,137,294,40,45,15,89,104,81,31,8,48,82,419
LeBron James,SF,32,CLE,74,74,2794,736,1344,124,342,612,1002,358,531,97,542,639,646,92,44,303,134,1954
Lou Williams,SG,30,TOT,81,1,1994,428,998,163,446,265,552,402,457,26,176,202,239,80,20,160,92,1421
Luc Mbah a Moute,SF,30,LAC,80,76,1787,191,378,43,110,148,268,59,87,44,126,170,39,81,35,46,122,484
Lucas Nogueira,C,24,TOR,57,6,1088,103,156,3,12,100,144,44,67,82,162,244,42,52,89,46,137,253
Luis Scola,PF,36,BRK,36,1,461,71,151,17,50,54,101,25,37,51,88,139,37,14,4,34,63,184
Luke Babbitt,SF,27,MIA,68,55,1065,113,281,87,210,26,71,11,15,12,129,141,36,20,11,25,118,324
Luol Deng,SF,31,LAL,56,49,1486,164,424,51,165,113,259,46,63,63,232,295,74,48,20,43,61,425
Malachi Richardson,SG,21,SAC,22,0,198,28,68,8,28,20,40,15,19,3,20,23,11,5,1,8,23,79
Malcolm Brogdon,SG,24,MIL,75,28,1982,290,635,78,193,212,442,109,126,47,166,213,317,84,12,113,140,767
Malcolm Delaney,PG,27,ATL,73,2,1248,145,388,26,110,119,278,75,93,10,113,123,193,39,1,95,112,391
Malik Beasley,SG,20,DEN,22,1,165,33,73,9,28,24,45,8,10,5,12,17,11,7,0,8,10,83
Manny Harris,SG,27,DAL,4,0,25,3,15,0,2,3,13,2,4,3,6,9,2,0,0,2,1,8
Manu Ginobili,SG,39,SAS,69,0,1291,171,439,89,227,82,212,86,107,28,129,157,183,82,16,96,119,517
Marc Gasol,C,32,MEM,74,74,2531,532,1160,104,268,428,892,278,332,60,404,464,338,67,99,166,171,1446
Marcelo Huertas,PG,33,LAL,23,1,237,25,68,4,19,21,49,9,17,2,22,24,52,10,2,19,16,63
Marcin Gortat,C,32,WAS,82,82,2556,390,674,0,2,390,672,103,159,238,611,849,121,40,61,119,213,883
Marco Belinelli,SG,30,CHO,74,0,1778,264,615,102,283,162,332,150,168,14,164,178,147,44,9,70,90,780
Marcus Georges-Hunt,SG,22,ORL,5,0,48,2,7,1,2,1,5,9,10,1,8,9,3,1,0,2,5,14
Marcus Morris,SF,27,DET,79,79,2565,421,1007,118,357,303,650,145,185,77,289,366,160,52,25,87,168,1105
Marcus Smart,SG,22,BOS,79,24,2399,269,749,94,332,175,417,203,250,78,227,305,364,125,34,159,192,835
Marcus Thornton,SG,29,WAS,33,1,575,84,210,28,80,56,130,23,27,22,54,76,41,19,3,25,48,219
Mario Hezonja,SF,21,ORL,65,2,960,117,330,43,144,74,186,40,50,20,126,146,62,30,15,58,74,317
Markieff Morris,PF,27,WAS,76,76,2374,406,889,71,196,335,693,180,215,107,386,493,126,82,42,129,254,1063
Marquese Chriss,PF,19,PHO,82,75,1743,284,632,72,224,212,408,113,181,96,252,348,60,67,70,108,263,753
Marreese Speights,C,29,LAC,82,2,1286,244,548,103,277,141,271,120,137,88,285,373,65,23,41,69,229,711
Marshall Plumlee,C,24,NYK,21,1,170,16,30,0,0,16,30,8,19,23,28,51,10,4,4,12,23,40
Marvin Williams,PF,30,CHO,76,76,2295,297,704,124,354,173,350,131,150,89,411,500,106,58,53,60,134,849
Mason Plumlee,C,26,TOT,81,64,2148,334,623,0,6,334,617,174,300,170,435,605,284,69,92,134,226,842
Matt Barnes,SF,36,TOT,74,18,1777,185,473,87,263,98,210,70,89,70,314,384,195,48,26,107,185,527
Matthew Dellavedova,PG,26,MIL,76,54,1986,208,534,79,215,129,319,82,96,24,123,147,357,53,0,133,153,577
Maurice Harkless,SF,23,POR,77,69,2223,314,624,68,194,246,430,77,124,125,216,341,88,85,70,86,214,773
Maurice Ndour,PF,24,NYK,32,4,331,39,86,1,7,38,79,19,26,22,42,64,8,15,8,12,30,98
Metta World Peace,SF,37,LAL,25,2,160,19,68,9,38,10,30,10,16,5,15,20,11,10,2,7,18,57
Meyers Leonard,PF,24,POR,74,12,1222,146,378,74,213,72,165,35,40,27,210,237,71,13,28,35,172,401
Michael Beasley,PF,28,MIL,56,6,935,216,406,18,43,198,363,78,105,40,153,193,53,27,27,66,92,528
Michael Carter-Williams,PG,25,CHI,45,19,846,112,306,15,64,97,242,58,77,24,129,153,113,38,23,66,102,297
Michael Gbinije,SG,24,DET,9,0,32,1,10,0,4,1,6,2,2,2,1,3,2,0,0,0,2,4
Michael Kidd-Gilchrist,SF,23,CHO,81,81,2349,295,618,1,9,294,609,152,194,156,409,565,114,81,77,56,187,743
Mike Conley,PG,29,MEM,69,68,2292,464,1009,171,419,293,590,316,368,31,210,241,433,92,19,156,126,1415
Mike Dunleavy,SF,36,TOT,53,2,841,93,220,53,134,40,86,36,45,18,97,115,50,15,7,28,67,275
Mike Miller,SF,36,DEN,20,0,151,9,23,8,20,1,3,2,2,2,36,38,22,2,0,13,9,28
Mike Muscala,C,25,ATL,70,3,1237,170,337,46,110,124,227,49,64,76,164,240,95,30,41,55,97,435
Mike Scott,PF,28,ATL,18,0,195,17,59,4,27,13,32,7,8,10,27,37,17,4,3,8,12,45
Mike Tobey,C,22,CHO,2,0,25,1,4,0,0,1,4,0,0,2,1,3,1,0,0,1,2,2
Miles Plumlee,C,28,TOT,45,12,484,44,92,0,0,44,92,25,39,38,57,95,21,18,13,30,73,113
Mindaugas Kuzminskas,SF,27,NYK,68,5,1016,158,369,54,168,104,201,55,68,47,79,126,69,29,11,51,79,425
Mirza Teletovic,PF,31,MIL,70,2,1133,156,418,104,305,52,113,35,45,11,151,162,48,12,13,37,109,451
Monta Ellis,SG,31,IND,74,33,1998,247,557,43,135,204,422,93,128,19,185,204,236,78,27,135,149,630
Montrezl Harrell,C,23,HOU,58,14,1064,225,345,1,7,224,338,76,121,81,138,219,64,20,42,44,126,527
Myles Turner,C,20,IND,81,81,2541,444,869,40,115,404,754,245,303,139,450,589,106,74,172,105,262,1173
Nemanja Bjelica,PF,28,MIN,65,1,1190,151,356,56,177,95,179,45,61,57,187,244,79,40,20,59,154,403
Nene Hilario,C,34,HOU,67,8,1198,245,397,3,9,242,388,116,197,95,187,282,65,56,39,73,163,609
Nerlens Noel,C,22,TOT,51,19,1047,184,309,0,1,184,308,77,111,93,201,294,50,65,50,51,126,445
Nick Collison,PF,36,OKC,20,0,128,14,23,0,1,14,22,5,8,9,22,31,12,2,2,4,17,33
Nick Young,SG,31,LAL,60,60,1556,272,633,170,421,102,212,77,90,25,113,138,58,37,14,36,137,791
Nicolas Batum,SG,28,CHO,77,77,2617,393,975,135,405,258,570,243,284,46,435,481,456,86,29,194,109,1164
Nicolas Brussino,SG,23,DAL,54,2,521,52,141,29,95,23,46,17,22,26,69,95,47,17,8,26,43,150
Nicolas Laprovittola,PG,27,SAS,18,3,174,20,47,10,27,10,20,9,9,1,9,10,28,4,1,19,19,59
Nik Stauskas,SG,23,PHI,80,27,2188,251,634,132,359,119,275,122,150,21,205,226,188,45,32,128,144,756
Nikola Jokic,C,21,DEN,73,59,2038,494,854,45,139,449,715,188,228,212,506,718,359,61,55,171,214,1221
Nikola Mirotic,PF,25,CHI,70,15,1679,258,625,129,377,129,248,99,128,61,323,384,75,53,55,80,128,744
Nikola Vucevic,C,26,ORL,75,55,2163,483,1031,23,75,460,956,107,160,176,603,779,208,76,74,117,180,1096
Noah Vonleh,PF,21,POR,74,41,1265,130,270,7,20,123,250,60,94,131,256,387,31,30,27,64,154,327
Norman Powell,SG,23,TOR,76,18,1368,227,506,56,173,171,333,126,159,26,143,169,82,52,14,70,127,636
Norris Cole,PG,28,OKC,13,0,125,16,52,3,13,13,39,8,10,0,11,11,14,8,0,7,18,43
Okaro White,PF,24,MIA,35,0,471,33,87,12,34,21,53,20,22,25,57,82,21,10,10,18,52,98
Omer Asik,C,30,NOP,31,19,482,31,65,0,0,31,65,23,39,48,115,163,15,5,10,14,51,85
Omri Casspi,PF,28,TOT,36,2,643,77,164,15,43,62,121,17,29,27,85,112,37,23,3,29,50,186
Otto Porter,SF,23,WAS,80,80,2605,414,803,148,341,266,462,99,119,118,396,514,121,116,42,44,193,1075
P.J. Tucker,SF,31,TOT,81,21,2236,199,482,70,196,129,286,72,93,117,354,471,99,116,19,66,196,540
Pascal Siakam,PF,22,TOR,55,38,859,103,205,1,7,102,198,22,32,64,121,185,17,26,45,33,109,229
Pat Connaughton,SG,24,POR,39,1,316,37,72,17,33,20,39,7,9,10,42,52,28,6,2,17,23,98
Patricio Garino,SG,23,ORL,5,0,43,0,7,0,5,0,2,0,0,1,6,7,0,0,0,3,4,0
Patrick Beverley,SG,28,HOU,67,67,2058,228,543,110,288,118,255,73,95,95,298,393,281,99,25,100,222,639
Patrick McCaw,SG,21,GSW,71,20,1074,106,245,41,123,65,122,29,37,21,79,100,77,32,15,36,62,282
Patrick Patterson,PF,27,TOR,65,8,1599,154,384,94,253,60,131,43,60,62,231,293,76,40,23,38,120,445
Patty Mills,PG,28,SAS,80,8,1754,273,621,147,355,126,266,66,80,24,117,141,280,65,3,101,109,759
Pau Gasol,C,36,SAS,64,39,1627,303,604,56,104,247,500,130,184,107,394,501,150,24,70,81,110,792
Paul George,SF,26,IND,75,75,2689,622,1348,195,496,427,852,336,374,58,434,492,251,119,27,220,206,1775
Paul Millsap,PF,31,ATL,69,67,2343,430,972,75,241,355,731,311,405,111,422,533,252,90,62,158,186,1246
Paul Pierce,SF,39,LAC,25,7,277,28,70,15,43,13,27,10,13,1,47,48,10,4,5,16,40,81
Paul Zipser,SF,22,CHI,44,18,843,88,221,33,99,55,122,31,40,15,110,125,36,15,16,40,78,240
Pierre Jackson,PG,25,DAL,8,1,84,13,39,3,11,10,28,6,7,1,8,9,19,2,0,3,5,35
Quincy Acy,PF,26,TOT,38,1,558,70,170,37,90,33,80,45,60,20,95,115,18,14,15,21,67,222
Quinn Cook,PG,23,TOT,14,0,188,33,66,11,26,22,40,2,5,1,6,7,26,4,0,13,13,79
R.J. Hunter,SG,23,CHI,3,0,9,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Rajon Rondo,PG,30,CHI,69,42,1843,229,561,50,133,179,428,30,50,73,282,355,461,99,11,169,144,538
Rakeem Christmas,PF,25,IND,29,0,219,19,43,0,0,19,43,21,29,26,30,56,4,3,6,8,37,59
Ramon Sessions,PG,30,CHO,50,1,811,100,263,21,62,79,201,91,118,11,62,73,129,27,3,46,43,312
Randy Foye,SG,33,BRK,69,40,1284,118,325,67,203,51,122,54,63,9,146,155,135,35,9,80,99,357
Rashad Vaughn,SG,20,MIL,41,2,458,57,156,26,81,31,75,2,5,4,45,49,23,19,10,14,32,142
Raul Neto,PG,24,UTA,40,0,346,41,91,10,31,31,60,8,9,4,26,30,34,21,5,15,48,100
Raymond Felton,PG,32,LAC,80,11,1700,221,514,46,144,175,370,50,64,33,185,218,191,66,22,83,125,538
Reggie Bullock,SF,25,DET,31,5,467,54,128,28,73,26,55,5,7,13,51,64,29,18,3,10,22,141
Reggie Jackson,PG,26,DET,52,50,1424,284,677,66,184,218,493,118,136,21,93,114,270,35,5,114,129,752
Reggie Williams,SF,30,NOP,6,0,79,8,23,5,11,3,12,6,7,2,4,6,4,3,0,0,2,27
Richard Jefferson,SF,36,CLE,79,13,1614,153,343,62,186,91,157,80,108,28,175,203,78,26,10,52,153,448
Richaun Holmes,C,23,PHI,57,17,1193,230,412,27,77,203,335,72,103,94,217,311,58,42,55,55,136,559
Ricky Rubio,PG,26,MIN,75,75,2469,261,650,60,196,201,454,254,285,68,237,305,682,128,10,195,202,836
Robert Covington,SF,26,PHI,67,67,2119,292,732,137,412,155,320,143,174,92,344,436,102,127,69,131,203,864
Robin Lopez,C,28,CHI,81,81,2271,382,775,0,2,382,773,75,104,244,276,520,80,18,117,91,151,839
Rodney Hood,SG,24,UTA,59,55,1593,272,666,114,307,158,359,90,115,16,186,202,96,38,11,65,132,748
Rodney McGruder,SG,25,MIA,78,65,1966,190,460,73,220,117,240,44,71,94,162,256,124,46,18,56,140,497
Rodney Stuckey,PG,30,IND,39,0,696,91,244,19,60,72,184,80,107,6,78,84,84,16,0,53,44,281
Ron Baker,SG,23,NYK,52,13,857,82,217,23,86,59,131,28,43,12,86,98,107,34,8,56,74,215
Rondae Hollis-Jefferson,SF,22,BRK,78,50,1761,235,542,15,67,220,475,190,253,96,356,452,154,82,44,116,177,675
Ronnie Price,PG,33,PHO,14,0,134,4,24,3,17,1,7,3,4,3,8,11,18,11,1,3,14,14
Roy Hibbert,C,30,TOT,48,13,682,80,147,0,0,80,147,61,75,54,98,152,21,8,46,32,100,221
Rudy Gay,SF,30,SAC,30,30,1013,201,442,42,113,159,329,118,138,35,155,190,83,44,26,74,79,562
Rudy Gobert,C,24,UTA,81,81,2744,413,625,0,1,413,624,311,476,314,721,1035,97,49,214,147,246,1137
Russell Westbrook,PG,28,OKC,81,81,2802,824,1941,200,583,624,1358,710,840,137,727,864,840,132,31,438,190,2558
Ryan Anderson,PF,28,HOU,72,72,2116,323,773,204,506,119,267,129,150,112,218,330,68,31,14,55,142,979
Ryan Kelly,PF,25,ATL,16,0,110,8,28,4,10,4,18,5,6,1,17,18,8,4,5,4,5,25
Salah Mejri,C,30,DAL,73,11,905,88,137,1,3,87,134,36,61,97,211,308,14,32,61,40,152,213
Sam Dekker,PF,22,HOU,77,2,1419,203,429,60,187,143,242,38,68,94,190,284,76,38,21,41,83,504
Sasha Vujacic,SG,32,NYK,42,4,408,42,136,23,74,19,62,17,24,12,47,59,52,13,2,16,38,124
Sean Kilpatrick,SG,27,BRK,70,24,1754,305,735,105,308,200,427,204,242,22,258,280,157,45,6,135,118,919
Semaj Christon,PG,24,OKC,64,1,973,77,223,12,63,65,160,17,31,19,68,87,130,28,7,43,79,183
Serge Ibaka,PF,27,TOT,79,79,2422,471,982,124,317,347,665,107,125,129,409,538,75,41,124,105,215,1173
Sergio Rodriguez,PG,30,PHI,68,30,1518,210,536,92,252,118,284,18,27,21,136,157,344,49,4,128,95,530
Seth Curry,PG,26,DAL,70,42,2029,338,703,137,322,201,381,85,100,25,154,179,189,79,7,92,126,898
Shabazz Muhammad,SF,24,MIN,78,1,1516,288,598,49,145,239,453,147,190,84,136,220,35,22,6,56,86,772
Shabazz Napier,PG,25,POR,53,2,512,73,183,34,92,39,91,38,49,8,53,61,67,32,2,41,38,218
Shaun Livingston,PG,31,GSW,76,3,1345,173,316,1,3,172,313,42,60,28,123,151,139,38,20,62,120,389
Shawn Long,C,24,PHI,18,0,234,61,109,7,19,54,90,19,35,41,44,85,13,9,9,13,49,148
Sheldon Mac,SG,24,WAS,30,3,287,30,75,7,30,23,45,23,27,4,30,34,15,8,2,5,17,90
Shelvin Mack,PG,26,UTA,55,9,1205,170,381,37,120,133,261,53,77,20,105,125,154,42,3,90,100,430
Skal Labissiere,PF,20,SAC,33,12,612,117,218,3,8,114,210,52,74,51,111,162,27,16,13,37,64,289
Solomon Hill,SF,25,NOP,80,71,2374,183,478,94,270,89,208,103,128,51,256,307,141,72,32,82,182,563
Spencer Dinwiddie,PG,23,BRK,59,18,1334,134,302,38,101,96,201,126,159,27,137,164,185,44,23,66,119,432
Spencer Hawes,PF,28,TOT,54,1,797,134,277,25,81,109,196,44,52,38,153,191,81,15,30,49,77,337
Stanley Johnson,SF,20,DET,77,1,1371,129,365,45,154,84,211,36,53,36,153,189,105,56,24,71,121,339
Stephen Curry,PG,28,GSW,79,79,2638,675,1443,324,789,351,654,325,362,61,292,353,524,142,17,239,183,1999
Stephen Zimmerman,C,20,ORL,19,0,108,10,31,0,0,10,31,3,5,11,24,35,4,2,5,3,17,23
Steve Novak,PF,33,MIL,8,0,22,2,7,1,6,1,1,0,0,0,3,3,0,0,0,0,1,5
Steven Adams,C,23,OKC,80,80,2389,374,655,0,1,374,654,157,257,281,332,613,86,89,78,146,195,905
T.J. McConnell,PG,24,PHI,81,51,2133,236,512,11,55,225,457,73,90,39,212,251,534,134,10,159,139,556
T.J. Warren,SF,23,PHO,66,59,2048,403,814,26,98,377,716,119,154,125,214,339,75,76,39,57,175,951
Taj Gibson,PF,31,TOT,78,71,1989,365,709,3,13,362,696,113,158,158,327,485,73,41,65,105,163,846
Tarik Black,C,25,LAL,67,16,1091,150,294,1,2,149,292,82,109,144,199,343,39,29,44,58,173,383
Taurean Waller-Prince,SF,22,ATL,59,10,981,114,285,33,102,81,183,74,94,25,132,157,55,43,27,61,96,335
Terrence Jones,PF,25,TOT,54,12,1270,231,492,19,75,212,417,103,170,65,241,306,59,40,54,48,67,584
Terrence Ross,SF,25,TOT,78,24,1955,326,746,142,391,184,355,64,77,18,188,206,88,87,33,68,143,858
Terry Rozier,PG,22,BOS,74,0,1263,151,411,57,179,94,232,51,66,40,187,227,131,46,11,47,69,410
Thabo Sefolosha,SF,32,ATL,62,42,1596,174,395,41,120,133,275,55,75,54,216,270,107,96,31,58,97,444
Thaddeus Young,PF,28,IND,74,74,2237,362,687,45,118,317,569,45,86,131,317,448,122,113,29,95,135,814
Thomas Robinson,PF,25,LAL,48,1,560,105,196,0,1,105,195,31,66,84,139,223,31,26,9,46,76,241
Thon Maker,C,19,MIL,57,34,562,83,181,28,74,55,107,32,49,40,74,114,23,10,26,17,84,226
Tiago Splitter,C,32,PHI,8,0,76,14,31,2,6,12,25,9,11,8,14,22,4,1,1,6,8,39
Tim Frazier,PG,26,NOP,65,35,1525,163,404,40,128,123,276,98,129,34,139,173,335,56,6,101,133,464
Tim Hardaway,SG,24,ATL,79,30,2154,415,912,149,417,266,495,164,214,35,189,224,182,55,15,106,103,1143
Tim Quarterman,SG,22,POR,16,0,80,13,29,5,13,8,16,0,3,4,10,14,11,2,3,11,6,31
Timofey Mozgov,C,30,LAL,54,52,1104,169,328,0,1,169,327,63,78,104,160,264,43,16,31,72,133,401
Timothe Luwawu-Cabarrot,SF,21,PHI,69,19,1190,145,361,50,161,95,200,105,123,25,124,149,75,32,10,73,154,445
Tobias Harris,PF,24,DET,82,48,2567,511,1063,109,314,402,749,190,226,63,353,416,142,60,39,96,133,1321
Tomas Satoransky,SG,25,WAS,57,3,719,61,147,9,37,52,110,23,33,25,58,83,92,26,6,38,60,154
Toney Douglas,PG,30,MEM,24,0,394,43,117,7,42,36,75,24,29,13,48,61,56,18,5,21,50,117
Tony Allen,SG,35,MEM,71,66,1914,274,595,15,54,259,541,80,130,166,225,391,98,115,29,100,178,643
Tony Parker,PG,34,SAS,63,63,1587,265,569,23,69,242,500,85,117,9,104,113,285,34,2,89,92,638
Tony Snell,SG,25,MIL,80,80,2336,246,541,144,355,102,186,47,58,22,226,248,96,55,14,55,125,683
Treveon Graham,SG,23,CHO,27,1,189,19,40,9,15,10,25,10,15,5,17,22,6,6,1,3,18,57
Trevor Ariza,SF,31,HOU,80,80,2773,326,798,191,555,135,243,93,126,54,404,458,175,147,20,73,133,936
Trevor Booker,PF,29,BRK,71,43,1754,305,591,25,78,280,513,74,110,143,428,571,138,75,28,127,152,709
Trey Burke,PG,24,WAS,57,0,703,116,255,31,70,85,185,22,29,7,40,47,100,11,5,48,54,285
Trey Lyles,PF,21,UTA,71,4,1158,159,439,65,204,94,235,57,79,48,187,235,69,26,20,64,97,440
Tristan Thompson,C,25,CLE,78,78,2336,262,437,0,3,262,434,106,213,286,429,715,77,39,84,64,176,630
Troy Daniels,SG,25,MEM,67,3,1183,185,495,138,355,47,140,43,54,22,78,100,46,20,4,45,90,551
Troy Williams,SF,22,TOT,30,16,557,73,167,18,62,55,105,21,32,15,54,69,25,27,10,32,60,185
Ty Lawson,PG,29,SAC,69,24,1732,237,522,34,118,203,404,173,217,44,135,179,334,74,6,129,119,681
Tyler Ennis,PG,22,TOT,53,2,588,90,208,27,70,63,138,21,25,9,36,45,86,25,2,45,58,228
Tyler Johnson,PG,24,MIA,73,0,2178,357,824,93,250,264,574,195,254,50,243,293,233,84,44,90,176,1002
Tyler Ulis,PG,21,PHO,61,15,1123,184,437,21,79,163,358,55,71,20,75,95,226,48,5,77,73,444
Tyler Zeller,C,27,BOS,51,5,525,78,158,0,1,78,157,22,39,43,81,124,42,7,21,20,61,178
Tyreke Evans,SF,27,TOT,40,6,788,150,370,42,118,108,252,69,92,13,124,137,124,35,9,61,60,411
Tyson Chandler,C,34,PHO,47,46,1298,153,228,0,0,153,228,91,124,153,386,539,30,33,24,65,126,397
Tyus Jones,PG,20,MIN,60,0,774,75,181,26,73,49,108,33,43,10,57,67,156,48,5,38,50,209
Udonis Haslem,C,36,MIA,16,0,130,11,23,0,3,11,20,9,15,8,28,36,6,6,1,8,22,31
Victor Oladipo,SG,24,OKC,67,67,2222,412,932,127,352,285,580,116,154,39,252,291,176,78,21,119,155,1067
Vince Carter,SF,40,MEM,73,15,1799,193,490,112,296,81,194,88,115,36,191,227,133,60,36,50,163,586
Wade Baldwin,PG,20,MEM,33,1,405,36,115,3,22,33,93,31,37,11,35,46,61,18,7,39,40,106
Wayne Ellington,SG,29,MIA,62,13,1500,231,555,149,394,82,161,37,43,18,114,132,70,35,4,30,70,648
Wayne Selden,SG,22,TOT,14,5,236,25,58,7,28,18,30,14,22,1,15,16,13,6,1,12,18,71
Wesley Johnson,SF,29,LAC,68,3,810,73,200,29,118,44,82,11,17,26,155,181,23,29,30,18,83,186
