Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Luke Kornet,PF,22,NYK,20,1,326,49,125,28,79,21,46,8,11,11,53,64,26,6,16,12,28,134
Luol Deng,SF,32,LAL,1,1,13,1,2,0,0,1,2,0,0,0,0,0,1,1,0,1,0,2
Malachi Richardson,SG,22,TOT,26,4,324,30,90,12,40,18,50,17,22,5,29,34,13,10,1,10,27,89
Malcolm Brogdon,PG,25,MIL,48,20,1436,244,503,62,161,182,342,75,85,23,133,156,152,41,13,66,128,625
Malcolm Delaney,PG,28,ATL,54,3,1014,109,285,46,124,63,161,74,92,9,91,100,163,35,6,66,82,338
Malcolm Miller,SF,24,TOR,15,4,126,13,28,8,21,5,7,4,4,4,11,15,3,1,2,5,10,38
Malik Beasley,SG,21,DEN,62,0,583,73,178,28,82,45,96,22,33,14,57,71,31,15,7,24,36,196
Malik Monk,SG,19,CHO,63,0,854,153,425,83,243,70,182,32,38,8,58,66,91,20,9,48,59,421
Mangok Mathiang,C,25,CHO,4,0,20,4,7,0,0,4,7,0,1,3,7,10,0,1,0,0,5,8
Manu Ginobili,SG,40,SAS,65,0,1299,201,463,64,192,137,271,110,131,19,123,142,163,43,16,105,126,576
Marc Gasol,C,33,MEM,73,73,2408,434,1033,109,320,325,713,281,337,78,514,592,305,54,101,194,185,1258
Marcin Gortat,C,33,WAS,82,82,2075,290,560,0,0,290,560,110,163,181,442,623,151,40,61,99,175,690
Marco Belinelli,SG,31,TOT,80,2,1947,337,763,149,395,188,368,148,163,19,131,150,148,66,12,94,91,971
Marcus Georges-Hunt,SG,23,MIN,42,0,224,21,48,4,15,17,33,13,21,7,9,16,7,6,0,3,32,59
Marcus Morris,PF,28,BOS,54,21,1447,262,611,86,234,176,377,124,154,43,246,289,72,35,12,65,100,734
Marcus Paige,PG,24,CHO,5,0,28,4,14,2,8,2,6,2,2,0,4,4,3,0,0,0,0,12
Marcus Smart,SG,23,BOS,54,11,1614,189,515,75,249,114,266,97,133,43,146,189,259,71,23,129,133,550
Mario Chalmers,PG,31,MEM,66,10,1421,168,443,53,191,115,252,118,138,13,144,157,197,79,14,117,179,507
Mario Hezonja,SF,22,ORL,75,30,1657,273,617,90,267,183,350,86,105,41,240,281,106,81,30,86,134,722
Markel Brown,SG,26,HOU,4,0,31,2,7,1,5,1,2,0,0,1,4,5,2,0,0,2,6,5
Markelle Fultz,SG,19,PHI,14,0,253,45,111,0,1,45,110,10,21,11,32,43,53,12,4,17,22,100
Markieff Morris,PF,28,WAS,73,73,1968,330,687,76,207,254,480,105,128,75,334,409,142,56,38,127,216,841
Marquese Chriss,PF,20,PHO,72,49,1527,202,477,56,190,146,287,96,158,76,319,395,83,51,70,107,205,556
Marquis Teague,PG,24,MEM,3,0,74,4,16,1,4,3,12,2,5,1,5,6,13,4,0,3,5,11
Marreese Speights,C,30,ORL,52,3,675,138,349,86,233,52,116,40,55,21,112,133,40,8,22,40,107,402
Marshall Plumlee,C,25,MIL,8,0,52,1,3,0,0,1,3,12,16,4,13,17,2,0,1,3,10,14
MarShon Brooks,SG,29,MEM,7,1,193,51,102,19,32,32,70,20,23,9,13,22,25,11,3,16,6,141
Marvin Williams,PF,31,CHO,78,78,2006,258,563,126,305,132,258,102,123,74,296,370,96,56,38,66,116,744
Mason Plumlee,C,27,DEN,74,26,1439,221,368,0,1,221,367,82,180,132,268,400,142,49,81,103,184,524
Matt Costello,C,24,SAS,4,0,32,2,4,0,0,2,4,0,0,1,8,9,2,2,2,1,7,4
Matt Williams,SG,24,MIA,3,0,11,2,6,1,5,1,1,0,0,0,1,1,0,0,0,1,1,5
Matthew Dellavedova,PG,27,MIL,38,3,712,55,152,29,78,26,74,25,27,14,50,64,145,14,0,49,67,164
Maurice Harkless,SF,24,POR,59,36,1264,147,297,49,118,98,179,42,59,46,116,162,53,48,43,40,103,385
Maxi Kleber,PF,26,DAL,72,36,1206,151,309,40,128,111,181,44,59,71,163,234,51,26,47,30,114,386
Meyers Leonard,C,25,POR,33,2,254,46,78,11,26,35,52,9,11,12,58,70,17,7,0,10,36,112
Michael Beasley,PF,29,NYK,74,30,1653,409,807,34,86,375,721,124,159,97,317,414,123,36,43,143,145,976
Michael Carter-Williams,PG,26,CHO,52,2,835,76,229,14,59,62,170,73,89,37,101,138,116,44,23,52,99,239
Michael Kidd-Gilchrist,SF,24,CHO,74,74,1850,282,560,0,2,282,558,117,171,84,218,302,71,51,32,54,143,681
Mike Conley,PG,30,MEM,12,12,373,64,168,24,77,40,91,53,66,0,27,27,49,12,3,18,24,205
Mike James,PG,27,TOT,36,10,687,123,321,26,98,97,223,64,84,13,77,90,126,28,7,49,48,336
Mike Muscala,C,26,ATL,53,7,1060,143,312,62,167,81,145,57,62,56,174,230,51,31,27,42,80,405
Mike Scott,PF,29,WAS,76,1,1406,276,524,66,163,210,361,50,76,50,197,247,80,23,10,79,148,668
Miles Plumlee,C,29,ATL,55,35,918,105,180,0,0,105,180,27,60,77,151,228,45,17,30,63,79,237
Milos Teodosic,PG,30,LAC,45,36,1134,151,360,88,232,63,128,39,46,16,110,126,209,23,5,97,103,429
Milton Doyle,SG,24,BRK,10,0,125,13,47,4,23,9,24,4,8,3,15,18,10,6,2,2,13,34
Mindaugas Kuzminskas,SF,28,NYK,1,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Mirza Teletovic,PF,32,MIL,10,0,159,25,57,21,45,4,12,0,0,3,20,23,10,4,1,7,14,71
Monte Morris,PG,22,DEN,3,0,25,4,6,0,1,4,5,2,2,0,2,2,7,3,0,1,1,10
Montrezl Harrell,C,24,LAC,76,3,1293,348,548,1,7,347,541,139,222,103,203,306,74,36,52,68,143,836
Myke Henry,SF,25,MEM,20,0,378,41,109,19,58,22,51,6,10,10,28,38,22,31,6,19,28,107
Myles Turner,C,21,IND,65,62,1836,306,639,56,157,250,482,160,206,93,324,417,87,38,118,96,186,828
Nate Wolters,PG,26,UTA,5,0,19,1,6,0,0,1,6,0,0,1,1,2,1,0,0,0,1,2
Naz Mitrou-Long,SG,24,UTA,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Nemanja Bjelica,PF,29,MIN,67,21,1371,171,371,76,183,95,188,36,45,53,221,274,86,50,16,52,141,454
Nene Hilario,C,35,HOU,52,4,758,136,239,0,2,136,237,68,107,54,122,176,45,28,14,38,123,340
Nerlens Noel,C,23,DAL,30,6,472,55,105,0,1,55,104,21,28,48,120,168,20,31,22,26,59,131
Nick Collison,PF,37,OKC,15,0,75,13,19,0,0,13,19,5,13,7,13,20,4,0,0,7,7,31
Nick Young,SG,32,GSW,80,8,1393,201,488,123,326,78,162,56,65,20,105,125,36,38,7,40,100,581
Nicolas Batum,SG,29,CHO,64,64,1981,270,650,92,274,178,376,108,130,57,249,306,349,65,23,131,72,740
Nicolas Brussino,SF,24,ATL,4,0,10,0,2,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0
Nigel Hayes,SF,23,TOT,9,0,122,11,33,4,16,7,17,1,3,4,18,22,6,2,3,2,8,27
Nik Stauskas,SG,24,TOT,41,0,523,60,154,40,100,20,54,21,29,4,60,64,39,9,4,26,24,181
Nikola Jokic,C,22,DEN,75,73,2443,504,1010,111,280,393,730,266,313,195,608,803,458,90,61,210,212,1385
Nikola Mirotic,PF,26,TOT,55,14,1494,306,684,135,358,171,326,112,137,59,346,405,80,44,39,62,108,859
Nikola Vucevic,C,27,ORL,57,57,1683,399,840,64,204,335,636,77,94,101,422,523,191,56,63,109,144,939
Noah Vonleh,PF,22,TOT,54,16,875,104,234,20,66,84,168,36,58,70,241,311,34,19,17,31,68,264
Norman Powell,SG,24,TOR,70,18,1062,150,374,53,186,97,188,32,39,14,105,119,89,37,16,66,111,385
OG Anunoby,SF,20,TOR,74,62,1481,163,346,73,197,90,149,39,62,44,140,184,55,52,14,45,130,438
Okaro White,PF,25,MIA,6,4,80,7,16,4,11,3,5,2,3,3,8,11,2,1,1,1,6,20
Omari Johnson,PF,28,MEM,4,0,75,9,21,4,12,5,9,0,0,4,7,11,7,2,0,3,6,22
Omer Asik,C,31,TOT,18,0,182,9,22,0,0,9,22,4,13,9,38,47,3,2,4,9,20,22
Omri Casspi,SF,29,GSW,53,7,740,120,207,10,22,110,185,50,69,30,170,200,51,18,19,37,70,300
Otto Porter,SF,24,WAS,77,77,2432,445,885,138,313,307,572,106,128,103,389,492,157,116,41,75,151,1134
P.J. Tucker,PF,32,HOU,82,34,2281,172,441,115,310,57,131,43,60,93,364,457,77,78,26,74,205,502
Pascal Siakam,PF,23,TOR,81,5,1679,253,498,29,132,224,366,54,87,79,285,364,159,62,42,67,166,589
Pat Connaughton,SG,25,POR,82,5,1488,165,390,74,210,91,180,37,44,36,125,161,91,23,22,43,120,441
Patrick Beverley,SG,29,LAC,11,11,334,48,119,24,60,24,59,14,17,16,29,45,32,18,5,25,34,134
Patrick McCaw,SG,22,GSW,57,10,961,92,225,19,80,73,145,26,34,16,66,82,81,43,10,41,67,229
Patrick Patterson,PF,28,OKC,82,3,1270,106,266,66,171,40,95,40,46,32,161,193,57,48,23,33,87,318
Patty Mills,PG,29,SAS,82,36,2107,280,682,154,414,126,268,105,118,26,128,154,229,55,11,106,128,819
Pau Gasol,C,37,SAS,77,63,1812,287,627,43,120,244,507,158,209,129,490,619,238,24,79,108,121,775
Paul George,SF,27,OKC,79,79,2891,576,1339,244,608,332,731,338,412,72,375,447,263,161,39,212,233,1734
Paul Millsap,PF,32,DEN,38,37,1143,202,435,39,113,163,322,112,161,65,180,245,103,39,44,73,99,555
Paul Zipser,SF,23,CHI,54,12,824,81,234,37,110,44,124,19,26,13,118,131,46,20,15,43,86,218
PJ Dozier,PG,21,OKC,2,0,3,1,2,0,0,1,2,0,0,0,1,1,0,0,0,1,1,2
Quincy Acy,PF,27,BRK,70,8,1359,130,365,102,292,28,73,49,60,40,216,256,57,33,29,60,149,411
Quincy Pondexter,SF,29,CHI,23,1,196,14,49,3,22,11,27,14,17,8,19,27,9,8,2,11,24,45
Quinn Cook,PG,24,GSW,33,18,740,122,252,46,104,76,148,22,25,10,72,82,89,12,1,32,59,312
R.J. Hunter,SG,24,HOU,5,1,45,7,20,3,14,4,6,2,2,0,5,5,3,3,0,2,7,19
Rajon Rondo,PG,31,NOP,65,63,1705,231,494,50,150,181,344,25,46,31,232,263,533,70,10,151,119,537
Ramon Sessions,PG,31,TOT,28,3,392,42,117,8,26,34,91,44,57,6,32,38,77,14,2,30,29,136
Rashad Vaughn,SG,21,TOT,28,0,212,23,56,14,37,9,19,4,6,3,18,21,13,5,3,6,15,64
Raul Neto,PG,25,UTA,41,0,498,69,151,19,47,50,104,26,35,7,42,49,75,13,4,36,38,183
Raymond Felton,PG,33,OKC,82,2,1365,224,552,81,230,143,322,36,44,25,131,156,203,49,16,76,91,565
Reggie Bullock,SF,26,DET,62,52,1732,267,546,125,281,142,265,39,49,27,127,154,95,47,13,47,70,698
Reggie Hearn,SG,26,DET,3,0,7,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
Reggie Jackson,PG,27,DET,45,45,1201,246,577,52,169,194,408,112,134,29,96,125,238,27,4,99,87,656
Richard Jefferson,SF,37,DEN,20,0,163,12,27,2,7,10,20,4,7,2,15,17,15,2,1,5,11,30
Richaun Holmes,C,24,PHI,48,2,746,135,241,4,31,131,210,37,56,57,154,211,61,20,29,25,97,311
Ricky Rubio,PG,27,UTA,77,77,2254,346,827,96,273,250,554,220,254,44,307,351,410,121,11,207,206,1008
Robert Covington,SF,27,PHI,80,80,2532,345,836,203,550,142,286,116,136,55,378,433,156,137,72,126,238,1009
Robin Lopez,C,29,CHI,64,64,1690,342,645,4,14,338,631,68,90,134,156,290,124,14,53,107,109,756
Rodney Hood,SG,25,TOT,60,23,1616,322,751,127,333,195,418,111,129,22,143,165,95,45,12,70,105,882
Rodney McGruder,SG,26,MIA,18,2,299,36,73,15,35,21,38,4,8,11,21,32,17,8,3,4,21,91
Rodney Purvis,SG,23,ORL,16,2,290,35,107,13,52,22,55,13,15,1,26,27,17,3,3,10,26,96
Ron Baker,SG,24,NYK,29,1,385,20,59,11,33,9,26,20,26,5,25,30,47,26,6,18,33,71
Rondae Hollis-Jefferson,SF,23,BRK,68,59,1920,342,724,13,54,329,670,249,316,101,358,459,167,65,48,121,145,946
Royce O'Neale,SF,24,UTA,69,4,1150,120,284,42,118,78,166,61,76,25,211,236,95,36,16,55,105,343
Rudy Gay,PF,31,SAS,57,6,1231,253,537,37,118,216,419,112,145,76,215,291,73,46,38,78,98,655
Rudy Gobert,C,25,UTA,56,56,1816,276,444,0,0,276,444,204,299,165,436,601,80,44,129,107,153,756
Russell Westbrook,PG,29,OKC,80,80,2914,757,1687,97,326,660,1361,417,566,152,652,804,820,147,20,381,200,2028
Ryan Anderson,PF,29,HOU,66,50,1725,207,480,131,339,76,141,72,93,94,237,331,60,24,21,42,126,617
Ryan Arcidiacono,PG,23,CHI,24,0,304,17,41,9,31,8,10,5,6,1,24,25,35,13,0,13,18,48
Salah Mejri,C,31,DAL,61,1,729,88,137,0,3,88,134,38,66,85,161,246,35,22,67,39,121,214
Sam Dekker,PF,23,LAC,73,1,883,128,259,10,60,118,199,37,56,44,130,174,38,24,9,33,71,303
Scotty Hopson,SG,28,DAL,1,0,8,0,1,0,0,0,1,1,2,0,0,0,1,0,0,1,0,1
Sean Kilpatrick,SG,28,TOT,52,1,640,110,294,46,144,64,150,64,72,5,82,87,46,13,5,38,33,330
Semi Ojeleye,PF,23,BOS,73,0,1150,65,188,40,125,25,63,25,41,37,124,161,20,21,4,25,91,195
Serge Ibaka,PF,28,TOR,76,76,2093,379,784,107,297,272,487,94,118,78,400,478,62,29,99,90,210,959
Shabazz Muhammad,SF-SG,25,TOT,43,2,418,84,188,7,27,77,161,39,50,23,53,76,14,9,3,6,30,214
Shabazz Napier,PG,26,POR,74,10,1535,223,531,82,218,141,313,116,138,26,144,170,150,81,14,90,84,644
Shane Larkin,PG,25,BOS,54,2,775,84,219,31,86,53,133,32,37,15,77,92,98,29,3,33,58,231
Shaquille Harrison,PG,24,PHO,23,2,384,59,124,6,26,53,98,28,38,9,52,61,55,26,7,22,42,152
Shaun Livingston,PG,32,GSW,71,7,1129,172,343,0,5,172,338,50,61,32,99,131,140,35,21,58,117,394
Shelvin Mack,PG,27,ORL,69,3,1365,178,414,48,139,130,275,69,97,23,143,166,272,54,8,89,91,473
Sindarius Thornwell,SG,23,LAC,73,17,1156,100,233,23,61,77,172,59,88,33,107,140,68,48,25,53,125,282
Skal Labissiere,PF,21,SAC,60,28,1240,205,458,18,51,187,407,95,118,99,189,288,72,25,49,73,132,523
Solomon Hill,SF,26,NOP,12,1,187,11,41,4,21,7,20,3,6,9,27,36,22,7,1,9,22,29
Spencer Dinwiddie,PG,24,BRK,80,58,2306,324,838,141,433,183,405,218,268,40,219,259,524,68,23,128,186,1007
Stanley Johnson,SF,21,DET,69,50,1894,210,560,67,234,143,326,112,145,33,219,252,112,95,14,77,169,599
Stephen Curry,PG,29,GSW,51,51,1631,428,864,212,501,216,363,278,302,36,225,261,310,80,8,153,114,1346
Sterling Brown,SG,22,MIL,54,4,776,82,205,32,91,50,114,21,24,27,116,143,25,31,13,25,80,217
Steven Adams,C,24,OKC,76,76,2487,448,712,0,2,448,710,160,287,384,301,685,88,92,78,128,215,1056
T.J. Leaf,PF,20,IND,53,0,459,64,136,18,42,46,94,10,16,29,53,82,9,5,4,10,45,156
T.J. McConnell,PG,25,PHI,76,1,1706,210,421,27,62,183,359,31,39,37,189,226,303,92,13,112,122,478
T.J. Warren,SF,24,PHO,65,65,2142,529,1063,20,90,509,973,193,255,125,208,333,85,65,41,85,149,1271
Taj Gibson,PF,32,MIN,82,82,2726,425,737,7,35,418,702,142,185,194,390,584,99,62,59,89,218,999
Tarik Black,C,26,HOU,51,2,536,75,127,1,11,74,116,29,63,63,100,163,13,21,30,35,107,180
Taurean Waller-Prince,SF,23,ATL,82,82,2464,415,975,176,457,239,518,152,180,50,339,389,214,85,42,191,168,1158
Terrance Ferguson,SG,19,OKC,61,12,763,70,169,40,120,30,49,9,10,19,28,47,19,24,10,11,83,189
Terrence Ross,SG,26,ORL,24,20,600,76,191,30,93,46,98,27,36,10,63,73,38,27,11,29,45,209
Terry Rozier,PG,23,BOS,80,16,2068,316,800,153,402,163,398,115,149,63,313,376,232,80,19,80,123,900
Thabo Sefolosha,SF,33,UTA,38,6,806,118,240,32,84,86,156,44,54,29,132,161,33,52,12,30,59,312
Thaddeus Young,PF,29,IND,81,81,2607,421,864,58,181,363,683,55,92,184,328,512,152,135,36,105,175,955
Thomas Bryant,C,20,LAL,15,0,72,8,21,1,10,7,11,5,9,3,14,17,6,1,2,2,6,22
Thon Maker,C,20,MIL,74,12,1238,130,316,31,104,99,212,65,93,75,150,225,46,38,53,44,162,356
Tim Frazier,PG,27,WAS,59,11,838,68,172,17,56,51,116,23,30,18,97,115,194,47,7,57,97,176
Tim Hardaway,SG,25,NYK,57,54,1885,360,856,130,410,230,446,146,179,32,192,224,155,62,10,92,123,996
Tim Quarterman,SG,23,HOU,3,0,13,1,3,0,2,1,1,2,2,0,3,3,1,0,0,2,1,4
Timofey Mozgov,C,31,BRK,31,13,359,52,93,4,18,48,75,23,30,32,66,98,11,5,13,33,39,131
Timothe Luwawu-Cabarrot,SF,22,PHI,52,7,807,100,267,53,158,47,109,46,58,14,58,72,54,12,5,38,97,299
Tobias Harris,PF,25,TOT,80,80,2668,562,1221,183,445,379,776,179,216,58,379,437,192,71,35,105,164,1486
Tomas Satoransky,SG,26,WAS,73,30,1643,201,384,47,101,154,283,75,96,72,161,233,286,51,15,83,131,524
Tony Allen,SF,36,NOP,22,0,273,44,91,4,12,40,79,11,21,20,27,47,9,11,3,19,49,103
Tony Bradley,C,20,UTA,9,0,29,3,11,0,1,3,10,2,2,4,7,11,1,0,0,0,1,8
Tony Parker,PG,35,SAS,55,21,1071,178,388,10,37,168,351,55,78,7,88,95,195,28,1,68,52,421
Tony Snell,SG,26,MIL,75,59,2053,185,425,108,268,77,157,38,48,9,132,141,98,47,28,36,115,516
Torrey Craig,SF,27,DEN,39,5,629,62,137,17,58,45,79,22,35,40,87,127,25,12,15,20,63,163
Travis Wear,SF,27,LAL,17,0,228,25,72,17,47,8,25,8,8,0,38,38,7,4,5,6,30,75
Treveon Graham,SG,24,CHO,63,2,1050,96,221,40,97,56,124,41,59,42,79,121,59,33,2,27,109,273
Trevor Ariza,SF,32,HOU,67,67,2269,268,651,170,462,98,189,76,89,33,261,294,105,98,13,52,132,782
Trevor Booker,PF,30,TOT,68,7,1158,177,343,8,33,169,310,66,93,117,201,318,82,28,21,59,120,428
Trey Burke,PG,25,NYK,36,9,785,193,384,38,105,155,279,37,57,13,58,71,170,24,4,43,43,461
Trey Lyles,PF,22,DEN,73,2,1391,270,550,83,218,187,332,101,145,55,292,347,91,30,34,61,111,724
Trey McKinney-Jones,SG,27,IND,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tristan Thompson,C,26,CLE,53,22,1072,132,235,0,0,132,235,43,79,126,226,352,33,16,17,36,102,307
Troy Daniels,SG,26,PHO,79,15,1622,232,575,183,458,49,117,56,64,12,115,127,48,26,5,56,137,703
Troy Williams,SF,23,TOT,21,1,307,51,109,11,38,40,71,20,30,22,41,63,16,20,4,19,34,133
Tyler Cavanaugh,PF,23,ATL,39,1,518,67,152,32,89,35,63,17,21,45,82,127,27,9,4,14,61,183
Tyler Dorsey,SG,21,ATL,56,5,974,144,383,72,200,72,183,45,63,17,113,130,79,17,5,37,63,405
Tyler Ennis,PG,23,LAL,54,11,683,94,224,14,56,80,168,22,29,19,77,96,105,30,10,38,75,224
Tyler Johnson,PG,25,MIA,72,39,2052,309,711,119,324,190,387,106,129,34,214,248,165,60,34,81,148,843
Tyler Lydon,PF,21,DEN,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Ulis,PG,22,PHO,71,43,1658,214,551,42,146,172,405,84,101,24,104,128,311,70,7,127,120,554
Tyler Zeller,C,28,TOT,66,34,1109,187,334,10,28,177,306,57,79,110,195,305,47,15,35,47,126,441
Tyreke Evans,PG,28,MEM,52,32,1607,366,809,114,286,252,523,164,209,44,221,265,269,57,17,117,96,1010
Tyrone Wallace,PG,23,LAC,30,19,851,110,247,10,40,100,207,61,78,21,84,105,71,27,13,46,83,291
Tyson Chandler,C,35,PHO,46,46,1151,121,187,0,0,121,187,58,94,134,284,418,53,16,27,59,106,300
Tyus Jones,PG,21,MIN,82,11,1467,150,328,45,129,105,199,71,81,16,116,132,232,95,6,59,110,416
Udonis Haslem,C,37,MIA,14,0,72,3,15,1,8,2,7,1,2,3,7,10,5,0,2,2,3,8
Vander Blue,SG,25,LAL,5,0,45,1,5,0,2,1,3,1,2,0,1,1,3,1,0,3,2,3
Victor Oladipo,SG,25,IND,75,75,2552,640,1342,161,434,479,908,294,368,47,343,390,323,177,57,219,175,1735
Vince Carter,SF,41,SAC,58,5,1026,114,283,57,165,57,118,28,37,18,130,148,69,42,26,36,96,313
Vince Hunter,PF,23,MEM,4,0,7,3,5,0,0,3,5,0,0,2,1,3,0,0,1,1,0,6
Wade Baldwin,PG,21,POR,7,0,80,14,21,4,5,10,16,6,10,1,7,8,5,2,1,4,12,38
Walt Lemon Jr.,PG,25,NOP,5,0,35,7,16,1,1,6,15,2,3,0,2,2,5,0,1,4,5,17
Wayne Ellington,SG,30,MIA,77,2,2041,285,700,227,579,58,121,67,78,23,195,218,79,53,8,52,94,864
Wayne Selden,SG,23,MEM,35,9,692,116,269,49,122,67,147,44,59,16,40,56,66,18,5,54,59,325
Wesley Iwundu,SF,23,ORL,62,12,1020,93,218,9,46,84,172,34,47,36,101,137,57,33,12,30,81,229
Wesley Johnson,SF,30,LAC,74,40,1486,150,368,60,177,90,191,43,58,29,187,216,61,76,62,55,146,403
Wesley Matthews,SF,31,DAL,63,62,2131,283,697,153,402,130,295,83,101,28,170,198,172,76,16,83,140,802
Will Barton,SG,27,DEN,81,40,2683,465,1028,156,422,309,606,182,226,70,339,409,331,82,52,149,168,1268
Willie Cauley-Stein,C,24,SAC,73,58,2044,388,773,3,12,385,761,153,247,131,379,510,172,77,67,109,185,932
Willie Reed,C,27,TOT,42,5,428,81,121,1,2,80,119,32,55,35,86,121,10,9,22,19,56,195
Willy Hernangomez,C,23,TOT,48,1,495,91,164,5,12,86,152,59,90,60,122,182,33,18,16,34,64,246
Wilson Chandler,SF,30,DEN,74,71,2346,281,631,88,246,193,385,88,114,102,296,398,160,43,39,92,156,738
Xavier Munford,SG,25,MIL,6,0,21,1,6,0,2,1,4,1,2,1,0,1,4,1,0,2,4,3
Xavier Rathan-Mayes,SG,23,MEM,5,0,118,12,42,1,14,11,28,4,9,0,5,5,18,6,3,11,18,29
Xavier Silas,SG,30,BOS,2,0,7,0,3,0,2,0,1,0,0,1,1,2,0,1,0,0,1,0
Yogi Ferrell,SG,24,DAL,82,21,2282,311,730,134,359,177,371,82,103,26,223,249,201,64,9,78,153,838
Zach Collins,C,20,POR,66,1,1045,115,289,35,113,80,176,27,42,45,176,221,52,17,31,58,133,292
Zach LaVine,SG,22,CHI,24,24,656,136,355,42,123,94,232,87,107,9,85,94,72,24,4,43,55,401
Zach Randolph,PF,36,SAC,59,57,1508,361,763,51,147,310,616,84,107,97,300,397,127,42,10,116,119,857
Zaza Pachulia,C,33,GSW,69,57,972,149,264,0,1,149,263,75,93,89,232,321,109,38,17,72,122,373
Zhou Qi,C,22,HOU,18,0,124,6,32,2,19,4,13,8,12,6,16,22,2,2,14,10,14,22
